name,formula,elements,density,color,crystal,pm_ids,gacha_weight
Jensenite,Cu2+3Te6+O6·2H2O,"{""Cu"": 3.0, ""Te"": 1.0, ""O"": 8.0, ""H"": 4.0}",450.262,#FFFFFF,monoclinic,{47},1998.0
Jentschite,TlPbAs2SbS6,"{""Tl"": 1.0, ""Pb"": 1.0, ""As"": 2.0, ""Sb"": 1.0, ""S"": 6.0}",875.544,#708090,monoclinic,"{23,33}",1195.0
Jeremejevite,Al6(BO3)5F3,"{""Al"": 6.0, ""B"": 5.0, ""O"": 15.0, ""F"": 3.0}",512.921,#FFFFFF,hexagonal,{22},247.0
Jervisite,NaSc3+Si2O6,"{""Na"": 1.0, ""Sc"": 1.0, ""Si"": 2.0, ""O"": 6.0}",220.11,#FFFFFF,monoclinic,{34},564.0
Jezekite,Na8[(UO2)(CO3)3](SO4)2·3H2O,"{""Na"": 8.0, ""U"": 1.0, ""O"": 22.0, ""C"": 3.0, ""S"": 2.0, ""H"": 6.0}",880.129,#FFFFFF,hexagonal,"{47,55}",2262.0
Jianmuite,ZrTi4+Ti3+5Al3O16,"{""Zr"": 1.0, ""Ti"": 6.0, ""Al"": 3.0, ""O"": 16.0}",715.356,#FFFFFF,tetragonal,{},1.0
Jimkrieghite,Ca(C2H3O3)2,"{""Ca"": 1.0, ""C"": 4.0, ""H"": 6.0, ""O"": 6.0}",190.164,#FFFFFF,orthorhombic,{53},117.0
Jimthompsonite,Mg5Si6O16(OH)2,"{""Mg"": 5.0, ""Si"": 6.0, ""O"": 18.0, ""H"": 2.0}",580.033,#FFFFFF,orthorhombic,"{6,40}",524.0
Jingsuiite,TiB2,"{""Ti"": 1.0, ""B"": 2.0}",69.487,#FFFFFF,hexagonal,{38},108.0
Jingwenite-(Y),YAlV4+(SiO4)O2(OH)2,"{""Y"": 1.0, ""Al"": 1.0, ""V"": 1.0, ""Si"": 1.0, ""O"": 8.0, ""H"": 2.0}",324.923,#FFFFFF,monoclinic,{22},247.0
Jinshajiangite,BaNaFe2+4Ti2(Si2O7)2O2(OH)2F,"{""Ba"": 1.0, ""Na"": 1.0, ""Fe"": 4.0, ""Ti"": 2.0, ""Si"": 4.0, ""O"": 18.0, ""H"": 2.0, ""F"": 1.0}",900.77,#556B2F,monoclinic,{35},726.0
Joanneumite,Cu(C3N3O3H2)2(NH3)2,"{""Cu"": 1.0, ""C"": 6.0, ""N"": 8.0, ""O"": 6.0, ""H"": 10.0}",353.742,#FFFFFF,unknown,{52},72.0
Joaquinite-(Ce),NaBa2Fe2+Ti2Ce2(Si4O12)2O2(OH)·H2O,"{""Na"": 1.0, ""Ba"": 2.0, ""Fe"": 1.0, ""Ti"": 2.0, ""Ce"": 2.0, ""Si"": 8.0, ""O"": 28.0, ""H"": 3.0}",1405.145,#556B2F,monoclinic,"{23,35,40}",1443.0
Joesmithite,Pb2+Ca2(Mg3Fe3+2)(Si6Be2)O22(OH)2,"{""Pb"": 1.0, ""Ca"": 2.0, ""Mg"": 3.0, ""Fe"": 2.0, ""Si"": 6.0, ""Be"": 2.0, ""O"": 24.0, ""H"": 2.0}",1044.4874,#556B2F,monoclinic,{32},412.0
Johachidolite,CaAlB3O7,"{""Ca"": 1.0, ""Al"": 1.0, ""B"": 3.0, ""O"": 7.0}",211.483,#FFFFFF,orthorhombic,{35},726.0
Johannite,Cu(UO2)2(SO4)2(OH)2·8H2O,"{""Cu"": 1.0, ""U"": 2.0, ""O"": 22.0, ""S"": 2.0, ""H"": 18.0}",973.848,#FFFFFF,triclinic,"{47,55}",2262.0
Johillerite,NaCuMgMg2(AsO4)3,"{""Na"": 1.0, ""Cu"": 1.0, ""Mg"": 3.0, ""As"": 3.0, ""O"": 12.0}",576.205,#FFFFFF,monoclinic,"{46,47,56}",2193.0
Johnbaumite,Ca5(AsO4)3(OH),"{""Ca"": 5.0, ""As"": 3.0, ""O"": 13.0, ""H"": 1.0}",634.151,#FFFFFF,monoclinic,"{32,47}",2410.0
Johnkoivulaite,Cs[Be2B]Mg2Si6O18,"{""Cs"": 1.0, ""Be"": 2.0, ""B"": 1.0, ""Mg"": 2.0, ""Si"": 6.0, ""O"": 18.0}",666.8464,#FFFFFF,hexagonal,{34},564.0
Johnsomervilleite,Na3CaFe2+11(PO4)9,"{""Na"": 3.0, ""Ca"": 1.0, ""Fe"": 11.0, ""P"": 9.0, ""O"": 36.0}",1578.073,#556B2F,hexagonal,"{5,34,40}",977.0
Johntomaite,BaFe2+2Fe3+2(PO4)3(OH)3,"{""Ba"": 1.0, ""Fe"": 4.0, ""P"": 3.0, ""O"": 15.0, ""H"": 3.0}",696.641,#556B2F,monoclinic,{34},564.0
Joliotite,(UO2)(CO3)·2H2O,"{""U"": 1.0, ""O"": 7.0, ""C"": 1.0, ""H"": 4.0}",366.066,#FFFFFF,orthorhombic,{47},1998.0
Jolliffeite,NiAsSe,"{""Ni"": 1.0, ""As"": 1.0, ""Se"": 1.0}",212.586,#7FFF00,cubic,{33},797.0
Jonlarsenite,Al4Cu9,"{""Al"": 4.0, ""Cu"": 9.0}",679.842,#00BFFF,cubic,{},1.0
Jordanite,Pb14As6S23,"{""Pb"": 14.0, ""As"": 6.0, ""S"": 23.0}",4087.712,#708090,monoclinic,"{11,12,33}",962.0
Jordisite,MoS2,"{""Mo"": 1.0, ""S"": 2.0}",160.07,#A9A9A9,unknown,{12},129.0
Jorgensenite,Na2Sr14Na2Al12F64(OH)4,"{""Na"": 4.0, ""Sr"": 14.0, ""Al"": 12.0, ""F"": 64.0, ""O"": 4.0, ""H"": 4.0}",2926.324,#FFFFFF,monoclinic,{23},398.0
Joseite-A,Bi4TeS2,"{""Bi"": 4.0, ""Te"": 1.0, ""S"": 2.0}",1027.64,#A9A9A9,unknown,{33},797.0
Joseite-B,Bi4Te2S,"{""Bi"": 4.0, ""Te"": 2.0, ""S"": 1.0}",1123.18,#A9A9A9,unknown,"{31,33}",1153.0
Joteite,Ca2CuAl(AsO4)[AsO3(OH)]2(OH)2·5H2O,"{""Ca"": 2.0, ""Cu"": 1.0, ""Al"": 1.0, ""As"": 3.0, ""O"": 19.0, ""H"": 14.0}",713.543,#FFFFFF,triclinic,{47},1998.0
Juabite,CaCu10(Te4+O3)4(AsO4)4(OH)2·4H2O,"{""Ca"": 1.0, ""Cu"": 10.0, ""Te"": 4.0, ""O"": 34.0, ""As"": 4.0, ""H"": 10.0}",2039.672,#FFFFFF,triclinic,{47},1998.0
Juangodoyite,Na2Cu(CO3)2,"{""Na"": 2.0, ""Cu"": 1.0, ""C"": 2.0, ""O"": 6.0}",229.542,#FFFFFF,monoclinic,{47},1998.0
Juansilvaite,Na5Al3[AsO3(OH)]4[AsO2(OH)2]2(SO4)2·4H2O,"{""Na"": 5.0, ""Al"": 3.0, ""As"": 6.0, ""O"": 36.0, ""H"": 16.0, ""S"": 2.0}",1301.64,#FFFFFF,monoclinic,{47},1998.0
Julgoldite-(Fe2+),Ca2Fe2+Fe3+2(Si2O7)(SiO4)(OH)2·H2O,"{""Ca"": 2.0, ""Fe"": 3.0, ""Si"": 3.0, ""O"": 14.0, ""H"": 4.0}",559.964,#556B2F,monoclinic,"{8,22}",340.0
Julgoldite-(Fe3+),Ca2Fe3+Fe3+2(Si2O7)(SiO4)O(OH)·H2O,"{""Ca"": 2.0, ""Fe"": 3.0, ""Si"": 3.0, ""O"": 14.0, ""H"": 3.0}",558.956,#556B2F,monoclinic,{8},93.0
Julgoldite-(Mg),Ca2MgFe3+2(Si2O7)(SiO4)(OH)2·H2O,"{""Ca"": 2.0, ""Mg"": 1.0, ""Fe"": 2.0, ""Si"": 3.0, ""O"": 14.0, ""H"": 4.0}",528.424,#556B2F,unknown,{13},67.0
Julienite,Na2Co(SCN)4·8H2O,"{""Na"": 2.0, ""Co"": 1.0, ""S"": 4.0, ""C"": 4.0, ""N"": 4.0, ""H"": 16.0, ""O"": 8.0}",481.345,#FFFFFF,monoclinic,"{47,50}",2271.0
Juonniite,CaMgSc(PO4)2(OH)·4H2O,"{""Ca"": 1.0, ""Mg"": 1.0, ""Sc"": 1.0, ""P"": 2.0, ""O"": 13.0, ""H"": 9.0}",388.346,#FFFFFF,orthorhombic,"{35,36}",1017.0
Jurbanite,Al(SO4)(OH)·5H2O,"{""Al"": 1.0, ""S"": 1.0, ""O"": 10.0, ""H"": 11.0}",230.12,#FFFFFF,monoclinic,{55},264.0
Jusite,Na2Ca15Al4Si16O54·17H2O,"{""Na"": 2.0, ""Ca"": 15.0, ""Al"": 4.0, ""Si"": 16.0, ""O"": 71.0, ""H"": 34.0}",2374.639,#FFFFFF,unknown,{31},356.0
Juxingite,Bi6Cu140Fe30S125,"{""Bi"": 6.0, ""Cu"": 140.0, ""Fe"": 30.0, ""S"": 125.0}",15833.17,#DAA520,cubic,{},1.0
Kaatialaite,Fe3+[AsO2(OH)2]3·5H2O,"{""Fe"": 1.0, ""As"": 3.0, ""O"": 17.0, ""H"": 16.0}",568.722,#556B2F,monoclinic,{47},1998.0
Kabalovite,Fe2+3Fe3+4(PO4)6,"{""Fe"": 7.0, ""P"": 6.0, ""O"": 24.0}",960.735,#8B4513,triclinic,{51},128.0
Kadyrelite,([Hg1+]2)3OBr3(OH),"{""Hg"": 6.0, ""O"": 2.0, ""Br"": 3.0, ""H"": 1.0}",1476.258,#FFFFFF,cubic,{33},797.0
Kaersutite,NaCa2(Mg3AlTi4+)(Si6Al2)O22O2,"{""Na"": 1.0, ""Ca"": 2.0, ""Mg"": 3.0, ""Al"": 3.0, ""Ti"": 1.0, ""Si"": 6.0, ""O"": 24.0}",857.36,#FFFFFF,monoclinic,"{5,8,9,35,37,40}",1494.0
Kahlenbergite,KAl11O17,"{""K"": 1.0, ""Al"": 11.0, ""O"": 17.0}",607.883,#FFFFFF,hexagonal,"{51,56}",271.0
Kahlerite,Fe2+(UO2)2(AsO4)2·12H2O,"{""Fe"": 1.0, ""U"": 2.0, ""O"": 24.0, ""As"": 2.0, ""H"": 24.0}",1089.917,#556B2F,unknown,{47},1998.0
Kainosite-(Y),Ca2Y2(SiO3)4(CO3)·H2O,"{""Ca"": 2.0, ""Y"": 2.0, ""Si"": 4.0, ""O"": 16.0, ""C"": 1.0, ""H"": 2.0}",640.319,#FFFFFF,orthorhombic,"{34,35,47}",3288.0
Kainotropite,Cu4Fe3+O2(V2O7)(VO4),"{""Cu"": 4.0, ""Fe"": 1.0, ""O"": 13.0, ""V"": 3.0}",670.842,#556B2F,orthorhombic,{45},424.0
Kaitianite,Ti3+2Ti4+O5,"{""Ti"": 3.0, ""O"": 5.0}",223.596,#FFFFFF,monoclinic,{3},48.0
Kalborsite,K6Al4BSi6O20(OH)4Cl,"{""K"": 6.0, ""Al"": 4.0, ""B"": 1.0, ""Si"": 6.0, ""O"": 24.0, ""H"": 4.0, ""Cl"": 1.0}",945.294,#FFFFFF,tetragonal,{35},726.0
Kalgoorlieite,As2Te3,"{""As"": 2.0, ""Te"": 3.0}",532.644,#808080,monoclinic,{33},797.0
Kaliborite,KHMg2B12O16(OH)10·4H2O,"{""K"": 1.0, ""H"": 19.0, ""Mg"": 2.0, ""B"": 12.0, ""O"": 30.0}",716.55,#FFFFFF,monoclinic,{25},210.0
Kalicinite,KH(CO3),"{""K"": 1.0, ""H"": 1.0, ""C"": 1.0, ""O"": 3.0}",100.114,#FFFFFF,monoclinic,"{35,36,53}",1134.0
Kalifersite,K5Fe3+7Si20O50(OH)6·12H2O,"{""K"": 5.0, ""Fe"": 7.0, ""Si"": 20.0, ""O"": 68.0, ""H"": 30.0}",2266.277,#556B2F,triclinic,"{35,47}",2724.0
Kalinite,KAl(SO4)2·11H2O,"{""K"": 1.0, ""Al"": 1.0, ""S"": 2.0, ""O"": 19.0, ""H"": 22.0}",456.357,#FFFFFF,unknown,"{21,45,47}",2501.0
Kaliochalcite,KCu2(SO4)2[(OH)(H2O)],"{""K"": 1.0, ""Cu"": 2.0, ""S"": 2.0, ""O"": 10.0, ""H"": 3.0}",393.324,#FFFFFF,monoclinic,"{32,45,46}",888.0
Kaliophilite,KAlSiO4,"{""K"": 1.0, ""Al"": 1.0, ""Si"": 1.0, ""O"": 4.0}",158.161,#FFFFFF,hexagonal,"{9,35}",853.0
Kalistrontite,K2Sr(SO4)2,"{""K"": 2.0, ""Sr"": 1.0, ""S"": 2.0, ""O"": 8.0}",357.928,#FFFFFF,hexagonal,"{23,25,47,51}",2734.0
Kalithallite,K3Tl3+Cl6·2H2O,"{""K"": 3.0, ""Tl"": 1.0, ""Cl"": 6.0, ""H"": 4.0, ""O"": 2.0}",570.404,#FFFFFF,tetragonal,{45},424.0
Kalsilite,KAlSiO4,"{""K"": 1.0, ""Al"": 1.0, ""Si"": 1.0, ""O"": 4.0}",158.161,#FFFFFF,hexagonal,"{7,35,36,40,51}",1587.0
Kalungaite,PdAsSe,"{""Pd"": 1.0, ""As"": 1.0, ""Se"": 1.0}",260.313,#808080,cubic,{33},797.0
Kalyuzhnyite-(Ce),NaKCaSrCeTi(Si8O21)OF(H2O)3,"{""Na"": 1.0, ""K"": 1.0, ""Ca"": 1.0, ""Sr"": 1.0, ""Ce"": 1.0, ""Ti"": 1.0, ""Si"": 8.0, ""O"": 25.0, ""F"": 1.0, ""H"": 6.0}",1027.474,#FFFFFF,monoclinic,{},1.0
Kamaishilite,Ca2(SiAl2)O6(OH)2,"{""Ca"": 2.0, ""Si"": 1.0, ""Al"": 2.0, ""O"": 8.0, ""H"": 2.0}",292.213,#FFFFFF,tetragonal,{31},356.0
Kamarizaite,Fe3+3(AsO4)2(OH)3·3H2O,"{""Fe"": 3.0, ""As"": 2.0, ""O"": 14.0, ""H"": 9.0}",550.437,#556B2F,orthorhombic,"{47,55}",2262.0
Kambaldaite,NaNi4(CO3)3(OH)3·3H2O,"{""Na"": 1.0, ""Ni"": 4.0, ""C"": 3.0, ""O"": 15.0, ""H"": 9.0}",542.852,#FFFFFF,hexagonal,{47},1998.0
Kamchatkite,KCu3O(SO4)2Cl,"{""K"": 1.0, ""Cu"": 3.0, ""O"": 9.0, ""S"": 2.0, ""Cl"": 1.0}",473.297,#FFFFFF,orthorhombic,"{45,47}",2422.0
Kamenevite,K2TiSi3O9·H2O,"{""K"": 2.0, ""Ti"": 1.0, ""Si"": 3.0, ""O"": 10.0, ""H"": 2.0}",372.324,#FFFFFF,orthorhombic,{35},726.0
Kamiokite,Fe2+2Mo4+3O8,"{""Fe"": 2.0, ""Mo"": 3.0, ""O"": 8.0}",527.532,#8B4513,hexagonal,"{23,40}",717.0
Kamotoite-(Y),Y2O4(UO2)4(CO3)3·14H2O,"{""Y"": 2.0, ""O"": 35.0, ""U"": 4.0, ""C"": 3.0, ""H"": 28.0}",1754.154,#FFFFFF,monoclinic,{47},1998.0
Kampfite,Ba12(Si11Al5)O31(CO3)8Cl5,"{""Ba"": 12.0, ""Si"": 11.0, ""Al"": 5.0, ""O"": 55.0, ""C"": 8.0, ""Cl"": 5.0}",3245.088,#FFFFFF,monoclinic,{32},412.0
Kamphaugite-(Y),CaY(CO3)2(OH)·H2O,"{""Ca"": 1.0, ""Y"": 1.0, ""C"": 2.0, ""O"": 8.0, ""H"": 3.0}",284.022,#FFFFFF,tetragonal,"{31,32,35}",1494.0
Kanatzidisite,(SbBiS3)2Te2,"{""Sb"": 2.0, ""Bi"": 2.0, ""S"": 6.0, ""Te"": 2.0}",1109.04,#A9A9A9,monoclinic,{},1.0
Kanemite,NaSi2O4(OH)·3H2O,"{""Na"": 1.0, ""Si"": 2.0, ""O"": 8.0, ""H"": 7.0}",214.208,#FFFFFF,orthorhombic,"{25,35}",936.0
Kangjinlaite,Ti11Si10,"{""Ti"": 11.0, ""Si"": 10.0}",807.387,#FFFFFF,tetragonal,{38},108.0
Kannanite,Ca4Al4(MgAl)(VO4)(SiO4)2(Si3O10)(OH)6,"{""Ca"": 4.0, ""Al"": 5.0, ""Mg"": 1.0, ""V"": 1.0, ""O"": 28.0, ""Si"": 5.0, ""H"": 6.0}",964.914,#FFFFFF,orthorhombic,{32},412.0
Kantorite,K2NaMg(SO4)2F,"{""K"": 2.0, ""Na"": 1.0, ""Mg"": 1.0, ""S"": 2.0, ""O"": 8.0, ""F"": 1.0}",336.601,#FFFFFF,orthorhombic,{},1.0
Kaolinite,Al2Si2O5(OH)4,"{""Al"": 2.0, ""Si"": 2.0, ""O"": 9.0, ""H"": 4.0}",258.157,#FFFFFF,monoclinic,"{16,22,24,47,48,53}",2590.0
Kapitsaite-(Y),Ba4Y2Si8B4O28F,"{""Ba"": 4.0, ""Y"": 2.0, ""Si"": 8.0, ""B"": 4.0, ""O"": 28.0, ""F"": 1.0}",1462.022,#FFFFFF,triclinic,{35},726.0
Kapundaite,CaNaFe3+4(PO4)4(OH)3·5H2O,"{""Ca"": 1.0, ""Na"": 1.0, ""Fe"": 4.0, ""P"": 4.0, ""O"": 24.0, ""H"": 13.0}",807.424,#556B2F,triclinic,"{21,47}",2077.0
Kapustinite,Na6ZrSi6O16(OH)2,"{""Na"": 6.0, ""Zr"": 1.0, ""Si"": 6.0, ""O"": 18.0, ""H"": 2.0}",687.672,#FFFFFF,monoclinic,{35},726.0
Karasugite,SrCaAlF7,"{""Sr"": 1.0, ""Ca"": 1.0, ""Al"": 1.0, ""F"": 7.0}",287.666,#FFFFFF,monoclinic,"{23,47}",2396.0
Karchevskyite,Mg18Al9(OH)54Sr2(CO3)9(H2O)6(H3O)5,"{""Mg"": 18.0, ""Al"": 9.0, ""O"": 92.0, ""H"": 81.0, ""Sr"": 2.0, ""C"": 9.0}",2517.223,#FFFFFF,hexagonal,"{22,36}",538.0
Karelianite,V2O3,"{""V"": 2.0, ""O"": 3.0}",149.881,#FFFFFF,hexagonal,"{33,40,50}",1389.0
Karenwebberite,NaFe2+(PO4),"{""Na"": 1.0, ""Fe"": 1.0, ""P"": 1.0, ""O"": 4.0}",173.805,#556B2F,orthorhombic,{34},564.0
Karibibite,Fe3+3(As3+O2)4(As3+2O5)(OH),"{""Fe"": 3.0, ""As"": 6.0, ""O"": 14.0, ""H"": 1.0}",842.061,#556B2F,orthorhombic,{47},1998.0
Karlditmarite,Cu9O4(PO4)2(SO4)2,"{""Cu"": 9.0, ""O"": 20.0, ""P"": 2.0, ""S"": 2.0}",1017.962,#FFFFFF,triclinic,{45},424.0
Karlseifertite,Pb(Ga2Ge)(AsO4)2(OH)6,"{""Pb"": 1.0, ""Ga"": 2.0, ""Ge"": 1.0, ""As"": 2.0, ""O"": 14.0, ""H"": 6.0}",799.154,#FFFFFF,hexagonal,{},1.0
Karnasurtite-(Ce),CeTiAlSi2O7(OH)4·3H2O,"{""Ce"": 1.0, ""Ti"": 1.0, ""Al"": 1.0, ""Si"": 2.0, ""O"": 14.0, ""H"": 10.0}",505.205,#FFFFFF,unknown,{35},726.0
Karpenkoite,Co3(V2O7)(OH)2·2H2O,"{""Co"": 3.0, ""V"": 2.0, ""O"": 11.0, ""H"": 6.0}",460.72,#FFFFFF,hexagonal,{47},1998.0
Karpovite,Tl2VO(SO4)2(H2O),"{""Tl"": 2.0, ""V"": 1.0, ""O"": 10.0, ""S"": 2.0, ""H"": 2.0}",685.828,#FFFFFF,monoclinic,{45},424.0
Kasatkinite,Ba2Ca8B5Si8O32(OH)3·6H2O,"{""Ba"": 2.0, ""Ca"": 8.0, ""B"": 5.0, ""Si"": 8.0, ""O"": 41.0, ""H"": 15.0}",1545.093,#FFFFFF,monoclinic,"{23,40}",717.0
Kashinite,Ir2S3,"{""Ir"": 2.0, ""S"": 3.0}",480.62,#A9A9A9,orthorhombic,"{7,26,33,38}",1278.0
Kasolite,Pb(UO2)(SiO4)·H2O,"{""Pb"": 1.0, ""U"": 1.0, ""O"": 7.0, ""Si"": 1.0, ""H"": 2.0}",587.324,#FFFFFF,monoclinic,"{27,47}",2007.0
Kassite,CaTi2O4(OH)2,"{""Ca"": 1.0, ""Ti"": 2.0, ""O"": 6.0, ""H"": 2.0}",233.822,#FFFFFF,monoclinic,{35},726.0
Katanite,Ba3NbFe3Si2O14,"{""Ba"": 3.0, ""Nb"": 1.0, ""Fe"": 3.0, ""Si"": 2.0, ""O"": 14.0}",952.587,#556B2F,hexagonal,{},1.0
Katayamalite,KLi3Ca7Ti2(SiO3)12(OH)2,"{""K"": 1.0, ""Li"": 3.0, ""Ca"": 7.0, ""Ti"": 2.0, ""Si"": 12.0, ""O"": 38.0, ""H"": 2.0}",1383.196,#FFFFFF,triclinic,{21},79.0
Katiarsite,KTiO(AsO4),"{""K"": 1.0, ""Ti"": 1.0, ""O"": 5.0, ""As"": 1.0}",241.882,#FFFFFF,orthorhombic,{45},424.0
Katoite,Ca3Al2(OH)12,"{""Ca"": 3.0, ""Al"": 2.0, ""O"": 12.0, ""H"": 12.0}",378.282,#FFFFFF,cubic,"{16,22,51}",458.0
Katophorite,Na(NaCa)(Mg4Al)(Si7Al)O22(OH)2,"{""Na"": 2.0, ""Ca"": 1.0, ""Mg"": 4.0, ""Al"": 2.0, ""Si"": 7.0, ""O"": 24.0, ""H"": 2.0}",819.829,#FFFFFF,monoclinic,"{35,39}",796.0
Kawazulite,Bi2Te2Se,"{""Bi"": 2.0, ""Te"": 2.0, ""Se"": 1.0}",752.131,#D2B48C,hexagonal,{33},797.0
Kazakhstanite,Fe3+5V4+3V5+12O39(OH)9·9H2O,"{""Fe"": 5.0, ""V"": 15.0, ""O"": 57.0, ""H"": 27.0}",1982.514,#556B2F,monoclinic,{47},1998.0
Kaznakhtite,Ni6Co3+2(OH)16(CO3)·4H2O,"{""Ni"": 6.0, ""Co"": 2.0, ""O"": 23.0, ""H"": 24.0, ""C"": 1.0}",874.204,#FFFFFF,hexagonal,{47},1998.0
Kegelite,Pb4Al2Si4O10(SO4)(CO3)2(OH)4,"{""Pb"": 4.0, ""Al"": 2.0, ""Si"": 4.0, ""O"": 24.0, ""S"": 1.0, ""C"": 2.0, ""H"": 4.0}",1439.194,#FFFFFF,monoclinic,{47},1998.0
Kegginite,Pb3Ca3[AsV12O40(VO)]·20H2O,"{""Pb"": 3.0, ""Ca"": 3.0, ""As"": 1.0, ""V"": 13.0, ""O"": 61.0, ""H"": 40.0}",2495.261,#FFFFFF,hexagonal,"{47,50,55}",2535.0
Keilite,FeS,"{""Fe"": 1.0, ""S"": 1.0}",87.905,#DAA520,cubic,"{4,5}",141.0
Keithconnite,Pd20Te7,"{""Pd"": 20.0, ""Te"": 7.0}",3021.6,#FFFFFF,hexagonal,"{26,33,37}",1182.0
Keiviite-(Y),Y2Si2O7,"{""Y"": 2.0, ""Si"": 2.0, ""O"": 7.0}",345.975,#FFFFFF,monoclinic,{34},564.0
Keiviite-(Yb),Yb2Si2O7,"{""Yb"": 2.0, ""Si"": 2.0, ""O"": 7.0}",514.263,#FFFFFF,monoclinic,{34},564.0
Keldyshite,Na2ZrSi2O7,"{""Na"": 2.0, ""Zr"": 1.0, ""Si"": 2.0, ""O"": 7.0}",305.367,#FFFFFF,triclinic,{35},726.0
Kelyanite,Hg12SbO6BrCl2,"{""Hg"": 12.0, ""Sb"": 1.0, ""O"": 6.0, ""Br"": 1.0, ""Cl"": 2.0}",2775.638,#FFFFFF,hexagonal,{47},1998.0
Kemmlitzite,SrAl3(AsO4)(SO4)(OH)6,"{""Sr"": 1.0, ""Al"": 3.0, ""As"": 1.0, ""O"": 14.0, ""S"": 1.0, ""H"": 6.0}",505.582,#FFFFFF,hexagonal,{47},1998.0
Kenhsuite,Hg3S2Cl2,"{""Hg"": 3.0, ""S"": 2.0, ""Cl"": 2.0}",736.79,#A9A9A9,orthorhombic,"{33,47}",2795.0
Kennygayite,[Pb4O2(OH)2](SO4),"{""Pb"": 4.0, ""O"": 8.0, ""H"": 2.0, ""S"": 1.0}",990.868,#FFFFFF,triclinic,{47},1998.0
Kenotobermorite,Ca4Si6O15(OH)2(H2O)2·3H2O,"{""Ca"": 4.0, ""Si"": 6.0, ""O"": 22.0, ""H"": 12.0}",692.896,#FFFFFF,monoclinic,"{13,31}",423.0
Kenyaite,Na2Si22O41(OH)8·6H2O,"{""Na"": 2.0, ""Si"": 22.0, ""O"": 55.0, ""H"": 20.0}",1563.955,#FFFFFF,tetragonal,"{16,23}",481.0
Kerimasite,Ca3Zr2(SiFe3+2)O12,"{""Ca"": 3.0, ""Zr"": 2.0, ""Si"": 1.0, ""Fe"": 2.0, ""O"": 12.0}",634.445,#556B2F,cubic,{36},291.0
Kermesite,Sb2OS2,"{""Sb"": 2.0, ""O"": 1.0, ""S"": 2.0}",323.639,#FFFF00,triclinic,{47},1998.0
Kernite,Na2B4O6(OH)2·3H2O,"{""Na"": 2.0, ""B"": 4.0, ""O"": 11.0, ""H"": 8.0}",273.273,#FFFFFF,monoclinic,"{23,25}",608.0
Kernowite,Cu2Fe3+(AsO4)(OH)4·4H2O,"{""Cu"": 2.0, ""Fe"": 1.0, ""As"": 1.0, ""O"": 12.0, ""H"": 12.0}",461.943,#556B2F,monoclinic,{47},1998.0
Kettnerite,CaBiO(CO3)F,"{""Ca"": 1.0, ""Bi"": 1.0, ""O"": 4.0, ""C"": 1.0, ""F"": 1.0}",344.063,#FFFFFF,orthorhombic,"{23,33}",1195.0
Keutschite,Cu2AgAsS4,"{""Cu"": 2.0, ""Ag"": 1.0, ""As"": 1.0, ""S"": 4.0}",438.124,#FFD700,tetragonal,{12},129.0
Khademite,Al(SO4)F·5H2O,"{""Al"": 1.0, ""S"": 1.0, ""O"": 9.0, ""F"": 1.0, ""H"": 10.0}",232.111,#FFFFFF,orthorhombic,"{45,47,50,54,55}",3193.0
Khaidarkanite,Cu4Al3(OH)14F3·2H2O,"{""Cu"": 4.0, ""Al"": 3.0, ""O"": 16.0, ""H"": 18.0, ""F"": 3.0}",666.252,#FFFFFF,monoclinic,{47},1998.0
Khamrabaevite,TiC,"{""Ti"": 1.0, ""C"": 1.0}",59.878,#FFFFFF,cubic,"{1,3,8,26,35}",1139.0
Khatyrkite,CuAl2,"{""Cu"": 1.0, ""Al"": 2.0}",117.51,#00BFFF,tetragonal,{6},205.0
Khesinite,Ca4(Mg2Fe3+10)O4(Fe3+10Si2)O36,"{""Ca"": 4.0, ""Mg"": 2.0, ""Fe"": 20.0, ""O"": 40.0, ""Si"": 2.0}",2021.952,#556B2F,triclinic,"{47,51,56}",2269.0
Khibinskite,K2ZrSi2O7,"{""K"": 2.0, ""Zr"": 1.0, ""Si"": 2.0, ""O"": 7.0}",337.583,#FFFFFF,monoclinic,{35},726.0
Khinite,Cu2+3PbTe6+O6(OH)2,"{""Cu"": 3.0, ""Pb"": 1.0, ""Te"": 1.0, ""O"": 8.0, ""H"": 2.0}",655.446,#FFFFFF,orthorhombic,{47},1998.0
Khmaralite,Mg4(Mg3Al9)O4[Si5Be2Al5O36],"{""Mg"": 7.0, ""Al"": 14.0, ""O"": 40.0, ""Si"": 5.0, ""Be"": 2.0}",1346.2924,#FFFFFF,monoclinic,{34},564.0
Khrenovite,Na3Fe3+2(AsO4)3,"{""Na"": 3.0, ""Fe"": 2.0, ""As"": 3.0, ""O"": 12.0}",597.414,#556B2F,monoclinic,{45},424.0
Khvorovite,Pb4Ca2[Si8B2(SiB)O28]F,"{""Pb"": 4.0, ""Ca"": 2.0, ""Si"": 9.0, ""B"": 3.0, ""O"": 28.0, ""F"": 1.0}",1661.121,#FFFFFF,triclinic,{35},726.0
Kieftite,CoSb3,"{""Co"": 1.0, ""Sb"": 3.0}",424.213,#4169E1,cubic,{33},797.0
Kieserite,Mg(SO4)·H2O,"{""Mg"": 1.0, ""S"": 1.0, ""O"": 5.0, ""H"": 2.0}",138.376,#FFFFFF,monoclinic,"{25,45,50,54}",1141.0
