name,formula,elements,density,color,crystal,pm_ids,gacha_weight
Analcime,Na(AlSi2O6)·H2O,"{""Na"": 1.0, ""Al"": 1.0, ""Si"": 2.0, ""O"": 7.0, ""H"": 2.0}",220.151,#FFFFFF,hexagonal,"{8,9,10,14,16,17,24,25,35}",1532.0
Anandite,BaFe2+3(Si3Fe3+)O10S(OH),"{""Ba"": 1.0, ""Fe"": 4.0, ""Si"": 3.0, ""O"": 11.0, ""S"": 1.0, ""H"": 1.0}",654.022,#556B2F,orthorhombic,"{31,56}",499.0
Anapaite,Ca2Fe2+(PO4)2·4H2O,"{""Ca"": 2.0, ""Fe"": 1.0, ""P"": 2.0, ""O"": 12.0, ""H"": 8.0}",398.001,#556B2F,triclinic,"{24,25,53}",401.0
Anastasenkoite,CaFe2+P2O7,"{""Ca"": 1.0, ""Fe"": 1.0, ""P"": 2.0, ""O"": 7.0}",269.864,#556B2F,triclinic,{51},128.0
Anatase,TiO2,"{""Ti"": 1.0, ""O"": 2.0}",79.865,#FFFFFF,tetragonal,"{14,23,24,26,34,35,36,40,48,49}",2831.0
Anatolygurbanovite,SrCa2Si3O9,"{""Sr"": 1.0, ""Ca"": 2.0, ""Si"": 3.0, ""O"": 9.0}",396.022,#FFFFFF,triclinic,{},1.0
Ancylite-(Ce),CeSr(CO3)2(OH)·H2O,"{""Ce"": 1.0, ""Sr"": 1.0, ""C"": 2.0, ""O"": 8.0, ""H"": 3.0}",382.778,#FFFFFF,orthorhombic,"{35,36}",1017.0
Ancylite-(La),LaSr(CO3)2(OH)·H2O,"{""La"": 1.0, ""Sr"": 1.0, ""C"": 2.0, ""O"": 8.0, ""H"": 3.0}",381.568,#FFFFFF,orthorhombic,"{35,36}",1017.0
Andalusite,Al2SiO5,"{""Al"": 2.0, ""Si"": 1.0, ""O"": 5.0}",162.044,#FFFFFF,orthorhombic,"{19,23,26,34,40}",1674.0
Andersonite,Na2Ca(UO2)(CO3)3·5-6H2O,"{""Na"": 2.0, ""Ca"": 1.0, ""U"": 1.0, ""O"": 17.0, ""C"": 3.0, ""H"": 12.0}",644.2,#FFFFFF,hexagonal,"{47,55}",2262.0
Andradite,Ca3Fe3+2(SiO4)3,"{""Ca"": 3.0, ""Fe"": 2.0, ""Si"": 3.0, ""O"": 12.0}",508.167,#556B2F,triclinic,"{6,26,31,35,36,40,51}",2275.0
Andreadiniite,CuHgAg7Pb7Sb24S48,"{""Cu"": 1.0, ""Hg"": 1.0, ""Ag"": 7.0, ""Pb"": 7.0, ""Sb"": 24.0, ""S"": 48.0}",6930.746,#708090,monoclinic,{33},797.0
Andremeyerite,BaFe2+2(Si2O7),"{""Ba"": 1.0, ""Fe"": 2.0, ""Si"": 2.0, ""O"": 7.0}",417.183,#556B2F,orthorhombic,"{35,56}",869.0
Andreybulakhite,Ni(C2O4)·2H2O,"{""Ni"": 1.0, ""C"": 2.0, ""O"": 6.0, ""H"": 4.0}",182.741,#FFFFFF,monoclinic,{},1.0
Andreyivanovite,FeCrP,"{""Fe"": 1.0, ""Cr"": 1.0, ""P"": 1.0}",138.815,#228B22,orthorhombic,{6},205.0
Andrieslombaardite,RhSbS,"{""Rh"": 1.0, ""Sb"": 1.0, ""S"": 1.0}",256.73,#A9A9A9,cubic,{},1.0
Anduoite,RuAs2,"{""Ru"": 1.0, ""As"": 2.0}",250.914,#808080,orthorhombic,"{6,33}",1002.0
Andychristyite,PbCu2+Te6+O5(H2O),"{""Pb"": 1.0, ""Cu"": 1.0, ""Te"": 1.0, ""O"": 6.0, ""H"": 2.0}",496.356,#FFFFFF,triclinic,{47},1998.0
Andymcdonaldite,Fe2TeO6,"{""Fe"": 2.0, ""Te"": 1.0, ""O"": 6.0}",335.284,#8B4513,tetragonal,{47},1998.0
Andyrobertsite,KCdCu5(AsO4)4[As(OH)2O2]·2H2O,"{""K"": 1.0, ""Cd"": 1.0, ""Cu"": 5.0, ""As"": 5.0, ""O"": 22.0, ""H"": 6.0}",1201.874,#FFFFFF,monoclinic,{47},1998.0
Angarfite,NaFe3+5(PO4)4(OH)4·4H2O,"{""Na"": 1.0, ""Fe"": 5.0, ""P"": 4.0, ""O"": 24.0, ""H"": 12.0}",822.183,#556B2F,orthorhombic,"{23,34}",962.0
Angastonite,CaMgAl2(PO4)2(OH)4·7H2O,"{""Ca"": 1.0, ""Mg"": 1.0, ""Al"": 2.0, ""P"": 2.0, ""O"": 19.0, ""H"": 18.0}",502.42,#FFFFFF,triclinic,{47},1998.0
Angelaite,Cu2AgPbBiS4,"{""Cu"": 2.0, ""Ag"": 1.0, ""Pb"": 1.0, ""Bi"": 1.0, ""S"": 4.0}",779.382,#708090,orthorhombic,{33},797.0
Angelellite,Fe3+4O3(AsO4)2,"{""Fe"": 4.0, ""O"": 11.0, ""As"": 2.0}",549.213,#8B4513,triclinic,{46},52.0
Anglesite,Pb(SO4),"{""Pb"": 1.0, ""S"": 1.0, ""O"": 4.0}",303.256,#FFFF00,orthorhombic,"{45,47,50,54}",2929.0
Anhydrite,Ca(SO4),"{""Ca"": 1.0, ""S"": 1.0, ""O"": 4.0}",136.134,#FFFF00,orthorhombic,"{6,14,20,25,40,45,46,50,54}",1823.0
Anhydrokainite,KMg(SO4)Cl,"{""K"": 1.0, ""Mg"": 1.0, ""S"": 1.0, ""O"": 4.0, ""Cl"": 1.0}",194.909,#FFFFFF,hexagonal,{25},210.0
Anilite,Cu7S4,"{""Cu"": 7.0, ""S"": 4.0}",573.062,#A9A9A9,orthorhombic,"{23,33}",1195.0
Ankinovichite,NiAl4(V5+O3)2(OH)12·2H2O,"{""Ni"": 1.0, ""Al"": 4.0, ""V"": 2.0, ""O"": 20.0, ""H"": 16.0}",604.613,#FFFFFF,monoclinic,{47},1998.0
Annabergite,Ni3(AsO4)2·8H2O,"{""Ni"": 3.0, ""As"": 2.0, ""O"": 16.0, ""H"": 16.0}",598.035,#FFFFFF,monoclinic,{47},1998.0
Annite,KFe2+3(AlSi3O10)(OH)2,"{""K"": 1.0, ""Fe"": 3.0, ""Al"": 1.0, ""Si"": 3.0, ""O"": 12.0, ""H"": 2.0}",511.874,#556B2F,monoclinic,"{8,9,19,20,31,34,35,40}",2373.0
Anorpiment,As2S3,"{""As"": 2.0, ""S"": 3.0}",246.024,#FFD700,triclinic,{33},797.0
Anorthite,Ca(Al2Si2O8),"{""Ca"": 1.0, ""Al"": 2.0, ""Si"": 2.0, ""O"": 8.0}",278.204,#FFFFFF,triclinic,"{3,4,5,6,8,26,35,40,51}",1910.0
Anorthominasragrite,V4+O(SO4)·5H2O,"{""V"": 1.0, ""O"": 10.0, ""S"": 1.0, ""H"": 10.0}",253.072,#FFFFFF,triclinic,"{47,53}",2115.0
Anorthoroselite,Ca2Co(AsO4)2·2H2O,"{""Ca"": 2.0, ""Co"": 1.0, ""As"": 2.0, ""O"": 10.0, ""H"": 4.0}",452.955,#FFFFFF,triclinic,{47},1998.0
Anorthoyttrialite-(Y),Y4(SiO4)(Si3O10),"{""Y"": 4.0, ""Si"": 4.0, ""O"": 14.0}",691.95,#FFFFFF,triclinic,{},1.0
Antarcticite,CaCl2·6H2O,"{""Ca"": 1.0, ""Cl"": 2.0, ""H"": 12.0, ""O"": 6.0}",219.068,#FFFFFF,hexagonal,"{25,45,50,54}",1141.0
Anthoinite,AlWO3(OH)3,"{""Al"": 1.0, ""W"": 1.0, ""O"": 6.0, ""H"": 3.0}",309.84,#FFFFFF,triclinic,"{23,26,31}",1004.0
Anthonyite,Cu(OH)2·3H2O,"{""Cu"": 1.0, ""O"": 5.0, ""H"": 8.0}",151.605,#00BFFF,unknown,{10},107.0
Antigorite,Mg3Si2O5(OH)4,"{""Mg"": 3.0, ""Si"": 2.0, ""O"": 9.0, ""H"": 4.0}",277.108,#FFFFFF,monoclinic,"{13,38,40}",494.0
Antimonselite,Sb2Se3,"{""Sb"": 2.0, ""Se"": 3.0}",480.433,#A9A9A9,orthorhombic,"{33,50,54}",1304.0
Antimony,Sb,"{""Sb"": 1.0}",121.76,#A9A9A9,tetragonal,"{33,50,54}",1304.0
Antipinite,KNa3Cu2(C2O4)4,"{""K"": 1.0, ""Na"": 3.0, ""Cu"": 2.0, ""C"": 8.0, ""O"": 16.0}",587.232,#FFFFFF,triclinic,"{52,53}",189.0
Antipovite,Cu5O2(PO4)2,"{""Cu"": 5.0, ""O"": 10.0, ""P"": 2.0}",539.668,#00BFFF,triclinic,{},1.0
Antlerite,Cu2+3(SO4)(OH)4,"{""Cu"": 3.0, ""S"": 1.0, ""O"": 8.0, ""H"": 4.0}",354.722,#FFFFFF,orthorhombic,"{45,47,50,54}",2929.0
Anyuiite,AuPb2,"{""Au"": 1.0, ""Pb"": 2.0}",611.37,#FFD700,tetragonal,"{7,26}",373.0
Anzaite-(Ce),Ce4Fe2+Ti6O18(OH)2,"{""Ce"": 4.0, ""Fe"": 1.0, ""Ti"": 6.0, ""O"": 20.0, ""H"": 2.0}",1225.523,#556B2F,monoclinic,{22},247.0
Apachite,Cu2+9Si10O29·11H2O,"{""Cu"": 9.0, ""Si"": 10.0, ""O"": 40.0, ""H"": 22.0}",1514.9,#FFFFFF,monoclinic,"{31,40}",675.0
Apexite,NaMg(PO4)·9H2O,"{""Na"": 1.0, ""Mg"": 1.0, ""P"": 1.0, ""O"": 13.0, ""H"": 18.0}",304.4,#FFFFFF,triclinic,"{47,55}",2262.0
Aphthitalite,K3Na(SO4)2,"{""K"": 3.0, ""Na"": 1.0, ""S"": 2.0, ""O"": 8.0}",332.396,#FFFFFF,hexagonal,"{25,45,49,52}",783.0
Aplowite,Co(SO4)·4H2O,"{""Co"": 1.0, ""S"": 1.0, ""O"": 8.0, ""H"": 8.0}",227.049,#FFFFFF,monoclinic,"{47,55}",2262.0
Apuanite,(Fe2+Fe3+2)(Fe3+2Sb3+4)O12S,"{""Fe"": 5.0, ""Sb"": 4.0, ""O"": 12.0, ""S"": 1.0}",990.313,#556B2F,tetragonal,"{23,32}",810.0
Aradite,BaCa6[(SiO4)(VO4)](VO4)2F,"{""Ba"": 1.0, ""Ca"": 6.0, ""Si"": 1.0, ""O"": 16.0, ""V"": 3.0, ""F"": 1.0}",833.691,#FFFFFF,hexagonal,{51},128.0
Aragonite,Ca(CO3),"{""Ca"": 1.0, ""C"": 1.0, ""O"": 3.0}",100.086,#FFFFFF,orthorhombic,"{6,10,14,17,21,26,39,49}",900.0
Arangasite,Al2(SO4)(PO4)F·9H2O,"{""Al"": 2.0, ""S"": 1.0, ""O"": 17.0, ""P"": 1.0, ""F"": 1.0, ""H"": 18.0}",426.123,#FFFFFF,monoclinic,{47},1998.0
Aravaipaite,Pb3AlF9·H2O,"{""Pb"": 3.0, ""Al"": 1.0, ""F"": 9.0, ""H"": 2.0, ""O"": 1.0}",837.579,#FFFFFF,monoclinic,"{23,47}",2396.0
Aravaite,Ba2Ca18(SiO4)6(PO4)3(CO3)F3O,"{""Ba"": 2.0, ""Ca"": 18.0, ""Si"": 6.0, ""O"": 40.0, ""P"": 3.0, ""C"": 1.0, ""F"": 3.0}",1966.461,#FFFFFF,hexagonal,{51},128.0
Arcanite,K2(SO4),"{""K"": 2.0, ""S"": 1.0, ""O"": 4.0}",174.252,#FFFF00,orthorhombic,"{14,45,50,52,54,55}",1328.0
Archerite,H2K(PO4),"{""H"": 2.0, ""K"": 1.0, ""P"": 1.0, ""O"": 4.0}",136.084,#FFFFFF,tetragonal,{52},72.0
Arctite,(Na5Ca)Ca6Ba(PO4)6F3,"{""Na"": 5.0, ""Ca"": 7.0, ""Ba"": 1.0, ""P"": 6.0, ""O"": 24.0, ""F"": 3.0}",1159.64,#FFFFFF,hexagonal,"{35,45}",1150.0
Arcubisite,Ag6CuBiS4,"{""Ag"": 6.0, ""Cu"": 1.0, ""Bi"": 1.0, ""S"": 4.0}",1047.986,#A9A9A9,unknown,"{23,33}",1195.0
Ardaite,Pb17Sb15S35Cl9,"{""Pb"": 17.0, ""Sb"": 15.0, ""S"": 35.0, ""Cl"": 9.0}",6789.95,#708090,monoclinic,"{23,33}",1195.0
Ardealite,Ca2(PO3OH)(SO4)·4H2O,"{""Ca"": 2.0, ""P"": 1.0, ""O"": 12.0, ""H"": 9.0, ""S"": 1.0}",344.25,#FFFFFF,monoclinic,{52},72.0
Arfvedsonite,NaNa2(Fe2+4Fe3+)Si8O22(OH)2,"{""Na"": 3.0, ""Fe"": 5.0, ""Si"": 8.0, ""O"": 24.0, ""H"": 2.0}",958.867,#556B2F,monoclinic,"{17,35,36}",1068.0
Argentodufrenoysite,Ag3Pb26As35S80,"{""Ag"": 3.0, ""Pb"": 26.0, ""As"": 35.0, ""S"": 80.0}",10897.88,#708090,triclinic,{33},797.0
Argentojarosite,AgFe3+3(SO4)2(OH)6,"{""Ag"": 1.0, ""Fe"": 3.0, ""S"": 2.0, ""O"": 14.0, ""H"": 6.0}",569.559,#556B2F,hexagonal,{47},1998.0
Argentopearceite,[Ag9AgS4][Ag6As2S7],"{""Ag"": 16.0, ""S"": 11.0, ""As"": 2.0}",2228.424,#FFD700,hexagonal,{33},797.0
Argentopolybasite,[Ag9AgS4][Ag6Sb2S7],"{""Ag"": 16.0, ""S"": 11.0, ""Sb"": 2.0}",2322.1,#A9A9A9,monoclinic,{33},797.0
Argentopyrite,AgFe2S3,"{""Ag"": 1.0, ""Fe"": 2.0, ""S"": 3.0}",315.74,#DAA520,monoclinic,{33},797.0
Argentotennantite-(Fe),Ag6(Cu4Fe2)As4S13,"{""Ag"": 6.0, ""Cu"": 4.0, ""Fe"": 2.0, ""As"": 4.0, ""S"": 13.0}",1729.562,#DAA520,cubic,{},1.0
Argentotetrahedrite-(Cd),Ag6(Cu4Cd2)Sb4S13,"{""Ag"": 6.0, ""Cu"": 4.0, ""Cd"": 2.0, ""Sb"": 4.0, ""S"": 13.0}",2030.044,#A9A9A9,cubic,{},1.0
Argentotetrahedrite-(Fe),Ag6(Cu4Fe2)Sb4S13,"{""Ag"": 6.0, ""Cu"": 4.0, ""Fe"": 2.0, ""Sb"": 4.0, ""S"": 13.0}",1916.914,#DAA520,cubic,{33},797.0
Argentotetrahedrite-(Hg),Ag6(Cu4Hg2)Sb4S13,"{""Ag"": 6.0, ""Cu"": 4.0, ""Hg"": 2.0, ""Sb"": 4.0, ""S"": 13.0}",2206.404,#A9A9A9,cubic,{33},797.0
Argesite,(NH4)7Bi3Cl16,"{""N"": 7.0, ""H"": 28.0, ""Bi"": 3.0, ""Cl"": 16.0}",1320.413,#FFFFFF,hexagonal,{45},424.0
Argutite,GeO2,"{""Ge"": 1.0, ""O"": 2.0}",104.628,#FFFFFF,tetragonal,{32},412.0
Argyrodite,Ag8GeS6,"{""Ag"": 8.0, ""Ge"": 1.0, ""S"": 6.0}",1127.95,#A9A9A9,orthorhombic,{33},797.0
Arhbarite,Cu2Mg(AsO4)(OH)3,"{""Cu"": 2.0, ""Mg"": 1.0, ""As"": 1.0, ""O"": 7.0, ""H"": 3.0}",341.336,#FFFFFF,triclinic,{33},797.0
Ariegilatite,BaCa12(SiO4)4(PO4)2F2O,"{""Ba"": 1.0, ""Ca"": 12.0, ""Si"": 4.0, ""O"": 25.0, ""P"": 2.0, ""F"": 2.0}",1230.525,#FFFFFF,hexagonal,{51},128.0
Aristarainite,Na2Mg[B6O8(OH)4]2·4H2O,"{""Na"": 2.0, ""Mg"": 1.0, ""B"": 12.0, ""O"": 28.0, ""H"": 16.0}",664.105,#FFFFFF,monoclinic,{25},210.0
Armellinoite-(Ce),Ca4Ce4+(AsO4)4·H2O,"{""Ca"": 4.0, ""Ce"": 1.0, ""As"": 4.0, ""O"": 17.0, ""H"": 2.0}",874.119,#FFFFFF,tetragonal,{47},1998.0
Armenite,BaCa2(Al6Si9)O30·2H2O,"{""Ba"": 1.0, ""Ca"": 2.0, ""Al"": 6.0, ""Si"": 9.0, ""O"": 32.0, ""H"": 4.0}",1148.143,#FFFFFF,orthorhombic,"{23,32}",810.0
Armstrongite,CaZr(Si6O15)·2H2O,"{""Ca"": 1.0, ""Zr"": 1.0, ""Si"": 6.0, ""O"": 17.0, ""H"": 4.0}",575.827,#FFFFFF,monoclinic,{35},726.0
Arrheniusite-(Ce),CaMg[(Ce7Y3)Ca5](SiO4)3(Si3B3O18)(AsO4)(BO3)F11,"{""Ca"": 6.0, ""Mg"": 1.0, ""Ce"": 7.0, ""Y"": 3.0, ""Si"": 6.0, ""O"": 37.0, ""B"": 4.0, ""As"": 1.0, ""F"": 11.0}",2599.944,#FFFFFF,hexagonal,"{31,35}",1082.0
Arrojadite-(BaNa),BaNa3(NaCa)Fe2+13Al(PO4)11(PO3OH)(OH)2,"{""Ba"": 1.0, ""Na"": 4.0, ""Ca"": 1.0, ""Fe"": 13.0, ""Al"": 1.0, ""P"": 12.0, ""O"": 50.0, ""H"": 3.0}",2196.997,#556B2F,monoclinic,{34},564.0
Arrojadite-(KFe),(KNa)Fe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,"{""K"": 1.0, ""Na"": 3.0, ""Fe"": 14.0, ""Ca"": 1.0, ""Al"": 1.0, ""P"": 12.0, ""O"": 50.0, ""H"": 3.0}",2131.62,#556B2F,monoclinic,{34},564.0
Arrojadite-(KNa),KNa3(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,"{""K"": 1.0, ""Na"": 5.0, ""Ca"": 1.0, ""Fe"": 13.0, ""Al"": 1.0, ""P"": 12.0, ""O"": 50.0, ""H"": 3.0}",2121.755,#556B2F,monoclinic,{34},564.0
Arrojadite-(PbFe),PbFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,"{""Pb"": 1.0, ""Fe"": 14.0, ""Ca"": 1.0, ""Na"": 2.0, ""Al"": 1.0, ""P"": 12.0, ""O"": 50.0, ""H"": 3.0}",2276.732,#556B2F,monoclinic,{34},564.0
Arrojadite-(SrFe),SrFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,"{""Sr"": 1.0, ""Fe"": 14.0, ""Ca"": 1.0, ""Na"": 2.0, ""Al"": 1.0, ""P"": 12.0, ""O"": 50.0, ""H"": 3.0}",2157.152,#556B2F,monoclinic,{34},564.0
Arsenatrotitanite,NaTi(AsO4)O,"{""Na"": 1.0, ""Ti"": 1.0, ""As"": 1.0, ""O"": 5.0}",225.774,#FFFFFF,monoclinic,{45},424.0
Arsenic,As,"{""As"": 1.0}",74.922,#808080,hexagonal,{33},797.0
Arseniosiderite,Ca2Fe3+3O2(AsO4)3·3H2O,"{""Ca"": 2.0, ""Fe"": 3.0, ""O"": 17.0, ""As"": 3.0, ""H"": 6.0}",750.488,#556B2F,monoclinic,"{32,33,47}",3207.0
Arsenocrandallite,CaAl3(AsO4)(AsO3OH)(OH)6,"{""Ca"": 1.0, ""Al"": 3.0, ""As"": 2.0, ""O"": 14.0, ""H"": 7.0}",501.91,#FFFFFF,hexagonal,"{34,47}",2562.0
Arsenoflorencite-(Ce),CeAl3(AsO4)2(OH)6,"{""Ce"": 1.0, ""Al"": 3.0, ""As"": 2.0, ""O"": 14.0, ""H"": 6.0}",600.944,#FFFFFF,hexagonal,"{26,34,47}",2812.0
Arsenoflorencite-(La),LaAl3(AsO4)2(OH)6,"{""La"": 1.0, ""Al"": 3.0, ""As"": 2.0, ""O"": 14.0, ""H"": 6.0}",599.734,#FFFFFF,hexagonal,"{34,47}",2562.0
Arsenogoldfieldite,Cu6Cu6(As2Te2)S13,"{""Cu"": 12.0, ""As"": 2.0, ""Te"": 2.0, ""S"": 13.0}",1584.376,#FFD700,cubic,{},1.0
Arsenogorceixite,BaAl3(AsO4)(AsO3OH)(OH)6,"{""Ba"": 1.0, ""Al"": 3.0, ""As"": 2.0, ""O"": 14.0, ""H"": 7.0}",599.162,#FFFFFF,hexagonal,"{34,47,48}",2633.0
Arsenogoyazite,SrAl3(AsO4)(AsO3OH)(OH)6,"{""Sr"": 1.0, ""Al"": 3.0, ""As"": 2.0, ""O"": 14.0, ""H"": 7.0}",549.452,#FFFFFF,hexagonal,"{34,47,48}",2633.0
Arsenohauchecornite,Ni18Bi3AsS16,"{""Ni"": 18.0, ""Bi"": 3.0, ""As"": 1.0, ""S"": 16.0}",2271.296,#FFD700,tetragonal,{33},797.0
Arsenolamprite,As,"{""As"": 1.0}",74.922,#808080,orthorhombic,"{23,33}",1195.0
Arsenolite,As2O3,"{""As"": 2.0, ""O"": 3.0}",197.841,#808080,cubic,"{45,47,50,54}",2929.0
Arsenopalladinite,Pd8As3,"{""Pd"": 8.0, ""As"": 3.0}",1076.126,#808080,triclinic,"{26,33,37}",1182.0
Arsenopyrite,FeAsS,"{""Fe"": 1.0, ""As"": 1.0, ""S"": 1.0}",162.827,#DAA520,monoclinic,"{12,33,36,37,38,40}",1779.0
Arsenotucekite,Ni18Sb3AsS16,"{""Ni"": 18.0, ""Sb"": 3.0, ""As"": 1.0, ""S"": 16.0}",2009.636,#FFD700,tetragonal,{33},797.0
Arsenoustalecite,Cu6Cu6(As2Te2)Se13,"{""Cu"": 12.0, ""As"": 2.0, ""Te"": 2.0, ""Se"": 13.0}",2194.219,#FFFFFF,cubic,{},1.0
Arsenovanmeersscheite,U(UO2)3(AsO4)2(OH)6·4H2O,"{""U"": 4.0, ""O"": 24.0, ""As"": 2.0, ""H"": 14.0}",1500.052,#FFFFFF,orthorhombic,{47},1998.0
Arsenowagnerite,Mg2(AsO4)F,"{""Mg"": 2.0, ""As"": 1.0, ""O"": 4.0, ""F"": 1.0}",206.526,#FFFFFF,monoclinic,{45},424.0
Arsentsumebite,Pb2Cu(AsO4)(SO4)(OH),"{""Pb"": 2.0, ""Cu"": 1.0, ""As"": 1.0, ""O"": 9.0, ""S"": 1.0, ""H"": 1.0}",729.927,#FFFFFF,monoclinic,{47},1998.0
Arsenudinaite,NaMg4(AsO4)3,"{""Na"": 1.0, ""Mg"": 4.0, ""As"": 3.0, ""O"": 12.0}",536.964,#FFFFFF,tetragonal,{45},424.0
Arsenuranospathite,Al(UO2)2(AsO4)2F·20H2O,"{""Al"": 1.0, ""U"": 2.0, ""O"": 32.0, ""As"": 2.0, ""F"": 1.0, ""H"": 40.0}",1224.172,#FFFFFF,tetragonal,{47},1998.0
Arsenuranylite,Ca(UO2)4(AsO4)2(OH)4·6H2O,"{""Ca"": 1.0, ""U"": 4.0, ""O"": 26.0, ""As"": 2.0, ""H"": 16.0}",1574.144,#FFFFFF,orthorhombic,{47},1998.0
Arsiccioite,AgHg2TlAs2S6,"{""Ag"": 1.0, ""Hg"": 2.0, ""Tl"": 1.0, ""As"": 2.0, ""S"": 6.0}",1055.634,#FFD700,tetragonal,{33},797.0
Arsmirandite,Na18Cu12Fe3+O8(AsO4)8Cl5,"{""Na"": 18.0, ""Cu"": 12.0, ""Fe"": 1.0, ""O"": 40.0, ""As"": 8.0, ""Cl"": 5.0}",2648.803,#556B2F,monoclinic,{45},424.0
Arthurite,CuFe3+2(AsO4)2(OH)2·4H2O,"{""Cu"": 1.0, ""Fe"": 2.0, ""As"": 2.0, ""O"": 14.0, ""H"": 10.0}",559.146,#556B2F,monoclinic,{47},1998.0
Artinite,Mg2(CO3)(OH)2·3H2O,"{""Mg"": 2.0, ""C"": 1.0, ""O"": 8.0, ""H"": 8.0}",196.677,#FFFFFF,monoclinic,"{13,38,47}",2173.0
Artroeite,PbAlF3(OH)2,"{""Pb"": 1.0, ""Al"": 1.0, ""F"": 3.0, ""O"": 2.0, ""H"": 2.0}",325.19,#FFFFFF,triclinic,"{45,47}",2422.0
Arupite,Ni3(PO4)2·8H2O,"{""Ni"": 3.0, ""P"": 2.0, ""O"": 16.0, ""H"": 16.0}",510.139,#FFFFFF,monoclinic,{47},1998.0
Arzamastsevite,K6Al5Si6O20(OH)4Cl,"{""K"": 6.0, ""Al"": 5.0, ""Si"": 6.0, ""O"": 24.0, ""H"": 4.0, ""Cl"": 1.0}",961.466,#FFFFFF,tetragonal,{},1.0
Arzrunite,Pb2Cu4(SO4)(OH)4Cl6·2H2O,"{""Pb"": 2.0, ""Cu"": 4.0, ""S"": 1.0, ""O"": 10.0, ""H"": 8.0, ""Cl"": 6.0}",1081.398,#FFFFFF,unknown,{47},1998.0
Asagiite,NiCu4(SO4)2(OH)6·6H2O,"{""Ni"": 1.0, ""Cu"": 4.0, ""S"": 2.0, ""O"": 20.0, ""H"": 18.0}",715.121,#FFFFFF,monoclinic,{},1.0
Asbecasite,Ca3TiAs6Be2Si2O20,"{""Ca"": 3.0, ""Ti"": 1.0, ""As"": 6.0, ""Be"": 2.0, ""Si"": 2.0, ""O"": 20.0}",1011.8074,#FFFFFF,hexagonal,{47},1998.0
Asgruvanite-(Ce),Ce16Ca5Al(SiO4)6(AsO3)8(CO3)2Cl4F3(OH)2,"{""Ce"": 16.0, ""Ca"": 5.0, ""Al"": 1.0, ""Si"": 6.0, ""O"": 56.0, ""As"": 8.0, ""C"": 2.0, ""Cl"": 4.0, ""F"": 3.0, ""H"": 2.0}",4357.954,#FFFFFF,hexagonal,{},1.0
Ashburtonite,HCu4Pb4Si4O12(HCO3)4(OH)4Cl,"{""H"": 9.0, ""Cu"": 4.0, ""Pb"": 4.0, ""Si"": 4.0, ""O"": 28.0, ""C"": 4.0, ""Cl"": 1.0}",1735.862,#FFFFFF,tetragonal,{23},398.0
Ashcroftine-(Y),K5Na5Y12Si28O70(OH)2(CO3)8·8H2O,"{""K"": 5.0, ""Na"": 5.0, ""Y"": 12.0, ""Si"": 28.0, ""O"": 104.0, ""H"": 18.0, ""C"": 8.0}",3941.82,#FFFFFF,tetragonal,{35},726.0
Asimowite,Fe2SiO4,"{""Fe"": 2.0, ""Si"": 1.0, ""O"": 4.0}",203.771,#8B4513,orthorhombic,{6},205.0
Asisite,Pb7SiO8Cl2,"{""Pb"": 7.0, ""Si"": 1.0, ""O"": 8.0, ""Cl"": 2.0}",1677.377,#FFFFFF,tetragonal,{47},1998.0
Aspidolite,NaMg3(Si3Al)O10(OH)2,"{""Na"": 1.0, ""Mg"": 3.0, ""Si"": 3.0, ""Al"": 1.0, ""O"": 12.0, ""H"": 2.0}",401.146,#FFFFFF,triclinic,"{6,7,36,40}",938.0
Asselbornite,Pb(UO2)4(BiO)3(AsO4)2(OH)7·4H2O,"{""Pb"": 1.0, ""U"": 4.0, ""O"": 30.0, ""Bi"": 3.0, ""As"": 2.0, ""H"": 15.0}",2431.194,#FFFFFF,cubic,{47},1998.0
Astrophyllite,K2NaFe2+7Ti2(Si4O12)2O2(OH)4F,"{""K"": 2.0, ""Na"": 1.0, ""Fe"": 7.0, ""Ti"": 2.0, ""Si"": 8.0, ""O"": 30.0, ""H"": 4.0, ""F"": 1.0}",1315.515,#556B2F,triclinic,{35},726.0
Atacamite,Cu2Cl(OH)3,"{""Cu"": 2.0, ""Cl"": 1.0, ""O"": 3.0, ""H"": 3.0}",213.563,#FFFFFF,orthorhombic,"{15,45,47,49,50,54,57}",3087.0
Atelestite,Bi2O(AsO4)(OH),"{""Bi"": 2.0, ""O"": 6.0, ""As"": 1.0, ""H"": 1.0}",589.884,#FFFFFF,monoclinic,"{47,55}",2262.0
Atelisite-(Y),Y4Si3O8(OH)8,"{""Y"": 4.0, ""Si"": 3.0, ""O"": 16.0, ""H"": 8.0}",703.927,#FFFFFF,tetragonal,{34},564.0
Atencioite,Ca2Fe2+3Mg2Be4(PO4)6(OH)4·6H2O,"{""Ca"": 2.0, ""Fe"": 3.0, ""Mg"": 2.0, ""Be"": 4.0, ""P"": 6.0, ""O"": 34.0, ""H"": 16.0}",1078.2878,#556B2F,triclinic,{34},564.0
Athabascaite,Cu5Se4,"{""Cu"": 5.0, ""Se"": 4.0}",633.614,#00BFFF,orthorhombic,"{23,33}",1195.0
