name,formula,elements,density,color,crystal
Slawsonite,Sr(Al2Si2O8),"{""Sr"": 1.0, ""Al"": 2.0, ""Si"": 2.0, ""O"": 8.0}",325.746,#FFFFFF,triclinic
Slottaite,SrFe3+3(PO4)(SO4)(OH)6,"{""Sr"": 1.0, ""Fe"": 3.0, ""P"": 1.0, ""O"": 14.0, ""S"": 1.0, ""H"": 6.0}",548.223,#556B2F,hexagonal
Slyudyankaite,Na28Ca4(Si24Al24O96)(SO4)6(S6)1/3(CO2)·2H2O,"{""Na"": 28.0, ""Ca"": 4.0, ""Si"": 24.0, ""Al"": 24.0, ""O"": 124.0, ""S"": 12.0, ""C"": 1.0, ""H"": 4.0}",4510.279,#FFFFFF,triclinic
Smamite,Ca2Sb(OH)4[H(AsO4)2]·6H2O,"{""Ca"": 2.0, ""Sb"": 1.0, ""O"": 18.0, ""H"": 17.0, ""As"": 2.0}",656.878,#FFFFFF,triclinic
Smirnite,Bi3+2Te4+O5,"{""Bi"": 2.0, ""Te"": 1.0, ""O"": 5.0}",625.555,#D2B48C,orthorhombic
Smithite,AgAsS2,"{""Ag"": 1.0, ""As"": 1.0, ""S"": 2.0}",246.912,#FFD700,monoclinic
Smolyaninovite,Co3Fe3+2(AsO4)4·11H2O,"{""Co"": 3.0, ""Fe"": 2.0, ""As"": 4.0, ""O"": 27.0, ""H"": 22.0}",1042.326,#556B2F,orthorhombic
Smrkovecite,Bi2O(OH)(PO4),"{""Bi"": 2.0, ""O"": 6.0, ""H"": 1.0, ""P"": 1.0}",545.936,#FFFFFF,monoclinic
Sobolevskite,PdBi,"{""Pd"": 1.0, ""Bi"": 1.0}",315.4,#D2B48C,hexagonal
Sodalite,Na4(Si3Al3)O12Cl,"{""Na"": 4.0, ""Si"": 3.0, ""Al"": 3.0, ""O"": 12.0, ""Cl"": 1.0}",484.599,#FFFFFF,cubic
Soddyite,(UO2)2(SiO4)(H2O)2,"{""U"": 2.0, ""O"": 10.0, ""Si"": 1.0, ""H"": 4.0}",668.167,#FFFFFF,orthorhombic
Sogdianite,KZr2Li3Si12O30,"{""K"": 1.0, ""Zr"": 2.0, ""Li"": 3.0, ""Si"": 12.0, ""O"": 30.0}",1059.356,#FFFFFF,hexagonal
Sohngeite,Ga(OH)3,"{""Ga"": 1.0, ""O"": 3.0, ""H"": 3.0}",120.744,#FFFFFF,orthorhombic
Sokolovaite,CsLi2AlSi4O10F2,"{""Cs"": 1.0, ""Li"": 2.0, ""Al"": 1.0, ""Si"": 4.0, ""O"": 10.0, ""F"": 2.0}",484.098,#FFFFFF,monoclinic
Solongoite,Ca2B3O4(OH)4Cl,"{""Ca"": 2.0, ""B"": 3.0, ""O"": 8.0, ""H"": 4.0, ""Cl"": 1.0}",280.06,#FFFFFF,monoclinic
Somersetite,Pb8O(OH)4(CO3)5,"{""Pb"": 8.0, ""O"": 20.0, ""H"": 4.0, ""C"": 5.0}",2041.667,#FFFFFF,hexagonal
Sonoraite,Fe3+(Te4+O3)(OH)·H2O,"{""Fe"": 1.0, ""Te"": 1.0, ""O"": 5.0, ""H"": 3.0}",266.464,#556B2F,monoclinic
Sopcheite,Ag4Pd3Te4,"{""Ag"": 4.0, ""Pd"": 3.0, ""Te"": 4.0}",1261.14,#C0C0C0,orthorhombic
Sosedkoite,K5Al2Ta22O60,"{""K"": 5.0, ""Al"": 2.0, ""Ta"": 22.0, ""O"": 60.0}",5190.294,#FFFFFF,orthorhombic
Souzalite,Mg3Al4(PO4)4(OH)6·2H2O,"{""Mg"": 3.0, ""Al"": 4.0, ""P"": 4.0, ""O"": 24.0, ""H"": 10.0}",698.795,#FFFFFF,triclinic
Spadaite,MgSiO2(OH)2·H2O (?),"{""Mg"": 1.0, ""Si"": 1.0, ""O"": 5.0, ""H"": 4.0}",136.417,#FFFFFF,
Spaltiite,Tl2Cu2As2S5,"{""Tl"": 2.0, ""Cu"": 2.0, ""As"": 2.0, ""S"": 5.0}",845.996,#FFD700,monoclinic
Spangolite,Cu6Al(SO4)(OH)12Cl·3H2O,"{""Cu"": 6.0, ""Al"": 1.0, ""S"": 1.0, ""O"": 19.0, ""H"": 18.0, ""Cl"": 1.0}",797.893,#FFFFFF,hexagonal
Sperrylite,PtAs2,"{""Pt"": 1.0, ""As"": 2.0}",344.924,#808080,cubic
Spertiniite,Cu(OH)2,"{""Cu"": 1.0, ""O"": 2.0, ""H"": 2.0}",97.56,#00BFFF,orthorhombic
Sphaerobertrandite,Be3(SiO4)(OH)2,"{""Be"": 3.0, ""Si"": 1.0, ""O"": 6.0, ""H"": 2.0}",153.1316,#FFFFFF,monoclinic
Sphaerobismoite,Bi2O3,"{""Bi"": 2.0, ""O"": 3.0}",465.957,#D2B48C,tetragonal
Spheniscidite,(NH4)Fe3+2(PO4)2(OH)·2H2O,"{""N"": 1.0, ""H"": 9.0, ""Fe"": 2.0, ""P"": 2.0, ""O"": 11.0}",372.706,#556B2F,monoclinic
Spherocobaltite,Co(CO3),"{""Co"": 1.0, ""C"": 1.0, ""O"": 3.0}",118.941,#4169E1,hexagonal
Spinel,MgAl2O4,"{""Mg"": 1.0, ""Al"": 2.0, ""O"": 4.0}",142.265,#FFFFFF,cubic
Spionkopite,Cu39S28,"{""Cu"": 39.0, ""S"": 28.0}",3375.974,#A9A9A9,
Spodumene,LiAlSi2O6,"{""Li"": 1.0, ""Al"": 1.0, ""Si"": 2.0, ""O"": 6.0}",186.086,#FFFFFF,monoclinic
Spriggite,Pb3(UO2)6O8(OH)2·3H2O,"{""Pb"": 3.0, ""U"": 6.0, ""O"": 25.0, ""H"": 8.0}",2457.819,#FFFFFF,monoclinic
Springcreekite,BaV3+3(PO4)(PO3OH)(OH)6,"{""Ba"": 1.0, ""V"": 3.0, ""P"": 2.0, ""O"": 14.0, ""H"": 7.0}",583.146,#FFFFFF,hexagonal
Spurrite,Ca5(SiO4)2(CO3),"{""Ca"": 5.0, ""Si"": 2.0, ""O"": 11.0, ""C"": 1.0}",444.56,#FFFFFF,monoclinic
Srebrodolskite,Ca2Fe3+2O5,"{""Ca"": 2.0, ""Fe"": 2.0, ""O"": 5.0}",271.841,#8B4513,orthorhombic
Sreinite,Pb(UO2)4(BiO)3(PO4)2(OH)7·4H2O,"{""Pb"": 1.0, ""U"": 4.0, ""O"": 30.0, ""Bi"": 3.0, ""P"": 2.0, ""H"": 15.0}",2343.298,#FFFFFF,cubic
Srilankite,TiO2,"{""Ti"": 1.0, ""O"": 2.0}",79.865,#FFFFFF,orthorhombic
Stanevansite,Mg(C2H3O3)2·2H2O,"{""Mg"": 1.0, ""C"": 4.0, ""H"": 10.0, ""O"": 8.0}",210.421,#FFFFFF,monoclinic
Stanfieldite,Ca4Mg5(PO4)6,"{""Ca"": 4.0, ""Mg"": 5.0, ""P"": 6.0, ""O"": 24.0}",851.657,#FFFFFF,monoclinic
Stanleyite,V4+O(SO4)·6H2O,"{""V"": 1.0, ""O"": 11.0, ""S"": 1.0, ""H"": 12.0}",271.087,#FFFFFF,orthorhombic
Starkeyite,Mg(SO4)·4H2O,"{""Mg"": 1.0, ""S"": 1.0, ""O"": 8.0, ""H"": 8.0}",192.421,#FFFFFF,monoclinic
Starovaite,KCu5O(VO4)3,"{""K"": 1.0, ""Cu"": 5.0, ""O"": 13.0, ""V"": 3.0}",717.641,#FFFFFF,triclinic
Staurolite,Fe2+2Al9Si4O23(OH),"{""Fe"": 2.0, ""Al"": 9.0, ""Si"": 4.0, ""O"": 24.0, ""H"": 1.0}",851.852,#556B2F,orthorhombic
Steigerite,Al(VO4)·3H2O,"{""Al"": 1.0, ""V"": 1.0, ""O"": 7.0, ""H"": 6.0}",195.965,#FFFFFF,
Steinhardtite,Al,"{""Al"": 1.0}",26.982,#FFFFFF,cubic
Steiningerite,Ba2Zr2(Si4O12)O2,"{""Ba"": 2.0, ""Zr"": 2.0, ""Si"": 4.0, ""O"": 14.0}",793.434,#FFFFFF,tetragonal
Steklite,KAl(SO4)2,"{""K"": 1.0, ""Al"": 1.0, ""S"": 2.0, ""O"": 8.0}",258.192,#FFFFFF,hexagonal
Stellerite,Ca4(Si28Al8)O72·28H2O,"{""Ca"": 4.0, ""Si"": 28.0, ""Al"": 8.0, ""O"": 100.0, ""H"": 56.0}",2818.896,#FFFFFF,monoclinic
Stenhuggarite,CaFe3+Sb3+As3+2O7,"{""Ca"": 1.0, ""Fe"": 1.0, ""Sb"": 1.0, ""As"": 2.0, ""O"": 7.0}",479.52,#556B2F,tetragonal
Stenonite,Sr2Al(CO3)F5,"{""Sr"": 2.0, ""Al"": 1.0, ""C"": 1.0, ""O"": 3.0, ""F"": 5.0}",357.22,#FFFFFF,monoclinic
Stepanovite,NaMgFe3+(C2O4)3·9H2O,"{""Na"": 1.0, ""Mg"": 1.0, ""Fe"": 1.0, ""C"": 6.0, ""O"": 21.0, ""H"": 18.0}",529.329,#556B2F,hexagonal
Stephanite,Ag5SbS4,"{""Ag"": 5.0, ""Sb"": 1.0, ""S"": 4.0}",789.35,#A9A9A9,orthorhombic
Stepite,U(AsO3OH)2·4H2O,"{""U"": 1.0, ""As"": 2.0, ""O"": 12.0, ""H"": 10.0}",589.942,#FFFFFF,tetragonal
Stercorite,(NH4)Na(PO3OH)·4H2O,"{""N"": 1.0, ""H"": 13.0, ""Na"": 1.0, ""P"": 1.0, ""O"": 8.0}",209.067,#FFFFFF,triclinic
Sternbergite,AgFe2S3,"{""Ag"": 1.0, ""Fe"": 2.0, ""S"": 3.0}",315.74,#DAA520,orthorhombic
Steropesite,Tl3BiCl6,"{""Tl"": 3.0, ""Bi"": 1.0, ""Cl"": 6.0}",1034.82,#D2B48C,monoclinic
Stetindite-(Ce),Ce(SiO4),"{""Ce"": 1.0, ""Si"": 1.0, ""O"": 4.0}",232.201,#FFFFFF,tetragonal
Steverustite,Pb2+5(OH)5[Cu1+(S6+O3S2-)3](H2O)2,"{""Pb"": 5.0, ""O"": 16.0, ""H"": 9.0, ""Cu"": 1.0, ""S"": 6.0}",1556.962,#FFFFFF,monoclinic
Stibarsen,SbAs,"{""Sb"": 1.0, ""As"": 1.0}",196.682,#808080,hexagonal
Stibiconite,Sb3+Sb5+2O6(OH),"{""Sb"": 3.0, ""O"": 7.0, ""H"": 1.0}",478.281,#A9A9A9,cubic
Stibioclaudetite,AsSbO3,"{""As"": 1.0, ""Sb"": 1.0, ""O"": 3.0}",244.679,#808080,monoclinic
Stibiocolumbite,SbNbO4,"{""Sb"": 1.0, ""Nb"": 1.0, ""O"": 4.0}",278.662,#A9A9A9,orthorhombic
Stibiogoldfieldite,Cu6Cu6(Sb2Te2)S13,"{""Cu"": 12.0, ""Sb"": 2.0, ""Te"": 2.0, ""S"": 13.0}",1678.052,#A9A9A9,cubic
Stibiopalladinite,Pd5Sb2,"{""Pd"": 5.0, ""Sb"": 2.0}",775.62,#A9A9A9,hexagonal
Stibiotantalite,Sb3+TaO4,"{""Sb"": 1.0, ""Ta"": 1.0, ""O"": 4.0}",366.706,#A9A9A9,orthorhombic
Stibioustalecite,Cu6Cu6(Sb2Te2)Se13,"{""Cu"": 12.0, ""Sb"": 2.0, ""Te"": 2.0, ""Se"": 13.0}",2287.895,#FFFFFF,cubic
Stibivanite,Sb3+2V4+O5,"{""Sb"": 2.0, ""V"": 1.0, ""O"": 5.0}",374.457,#A9A9A9,orthorhombic
Stibnite,Sb2S3,"{""Sb"": 2.0, ""S"": 3.0}",339.7,#A9A9A9,orthorhombic
Stichtite,Mg6Cr2(OH)16(CO3)·4H2O,"{""Mg"": 6.0, ""Cr"": 2.0, ""O"": 23.0, ""H"": 24.0, ""C"": 1.0}",654.002,#FFFFFF,hexagonal
Stilbite-Ca,NaCa4(Si27Al9)O72·28H2O,"{""Na"": 1.0, ""Ca"": 4.0, ""Si"": 27.0, ""Al"": 9.0, ""O"": 100.0, ""H"": 56.0}",2840.783,#FFFFFF,monoclinic
Stilbite-Na,Na9(Si27Al9)O72·28H2O,"{""Na"": 9.0, ""Si"": 27.0, ""Al"": 9.0, ""O"": 100.0, ""H"": 56.0}",2864.391,#FFFFFF,monoclinic
Stillwaterite,Pd8As3,"{""Pd"": 8.0, ""As"": 3.0}",1076.126,#808080,hexagonal
Stillwellite-(Ce),CeBSiO5,"{""Ce"": 1.0, ""B"": 1.0, ""Si"": 1.0, ""O"": 5.0}",259.01,#FFFFFF,hexagonal
Stillwellite-(La),LaBSiO5,"{""La"": 1.0, ""B"": 1.0, ""Si"": 1.0, ""O"": 5.0}",257.8,#FFFFFF,hexagonal
Stishovite,SiO2,"{""Si"": 1.0, ""O"": 2.0}",60.083,#FFFFFF,tetragonal
Stofflerite,CaAl2Si2O8,"{""Ca"": 1.0, ""Al"": 2.0, ""Si"": 2.0, ""O"": 8.0}",278.204,#FFFFFF,tetragonal
Stoiberite,Cu5O2(VO4)2,"{""Cu"": 5.0, ""O"": 10.0, ""V"": 2.0}",579.604,#00BFFF,monoclinic
Stolperite,AlCu,"{""Al"": 1.0, ""Cu"": 1.0}",90.528,#00BFFF,cubic
Stolzite,Pb(WO4),"{""Pb"": 1.0, ""W"": 1.0, ""O"": 4.0}",455.036,#FFFFFF,tetragonal
Stoppaniite,Fe3+2Be3Si6O18·H2O,"{""Fe"": 2.0, ""Be"": 3.0, ""Si"": 6.0, ""O"": 19.0, ""H"": 2.0}",613.2336,#556B2F,hexagonal
Stottite,Fe2+Ge(OH)6,"{""Fe"": 1.0, ""Ge"": 1.0, ""O"": 6.0, ""H"": 6.0}",230.517,#556B2F,monoclinic
Stracherite,BaCa6(SiO4)2[(PO4)(CO3)]F,"{""Ba"": 1.0, ""Ca"": 6.0, ""Si"": 2.0, ""O"": 15.0, ""P"": 1.0, ""C"": 1.0, ""F"": 1.0}",735.936,#FFFFFF,hexagonal
Strassmannite,Al(UO2)(SO4)2F·16H2O,"{""Al"": 1.0, ""U"": 1.0, ""O"": 26.0, ""S"": 2.0, ""F"": 1.0, ""H"": 32.0}",796.36,#FFFFFF,monoclinic
Strelkinite,Na2(UO2)2(VO4)2·6H2O,"{""Na"": 2.0, ""U"": 2.0, ""O"": 18.0, ""V"": 2.0, ""H"": 12.0}",924.002,#FFFFFF,orthorhombic
Strengite,Fe3+(PO4)·2H2O,"{""Fe"": 1.0, ""P"": 1.0, ""O"": 6.0, ""H"": 4.0}",186.845,#556B2F,orthorhombic
Stringhamite,CaCu(SiO4)·H2O,"{""Ca"": 1.0, ""Cu"": 1.0, ""Si"": 1.0, ""O"": 5.0, ""H"": 2.0}",213.72,#FFFFFF,monoclinic
Stromeyerite,CuAgS,"{""Cu"": 1.0, ""Ag"": 1.0, ""S"": 1.0}",203.476,#A9A9A9,orthorhombic
Stronadelphite,Sr5(PO4)3F,"{""Sr"": 5.0, ""P"": 3.0, ""O"": 12.0, ""F"": 1.0}",742.008,#FFFFFF,hexagonal
Stronalsite,Na2SrAl4Si4O16,"{""Na"": 2.0, ""Sr"": 1.0, ""Al"": 4.0, ""Si"": 4.0, ""O"": 16.0}",609.852,#FFFFFF,orthorhombic
Strontianite,Sr(CO3),"{""Sr"": 1.0, ""C"": 1.0, ""O"": 3.0}",147.628,#FFFFFF,orthorhombic
Strontioborite,Sr[B8O11(OH)4],"{""Sr"": 1.0, ""B"": 8.0, ""O"": 15.0, ""H"": 4.0}",418.117,#FFFFFF,monoclinic
Strontiodresserite,SrAl2(CO3)2(OH)4·H2O,"{""Sr"": 1.0, ""Al"": 2.0, ""C"": 2.0, ""O"": 11.0, ""H"": 6.0}",347.643,#FFFFFF,orthorhombic
Strontiofluorite,SrF2,"{""Sr"": 1.0, ""F"": 2.0}",125.616,#FFFFFF,cubic
Strontioginorite,CaSrB14O20(OH)6·5H2O,"{""Ca"": 1.0, ""Sr"": 1.0, ""B"": 14.0, ""O"": 31.0, ""H"": 16.0}",791.135,#FFFFFF,monoclinic
Strontiohurlbutite,SrBe2(PO4)2,"{""Sr"": 1.0, ""Be"": 2.0, ""P"": 2.0, ""O"": 8.0}",295.5844,#FFFFFF,monoclinic
Strontio-orthojoaquinite,NaSr4Fe3+Ti2Si8O24(OH)4,"{""Na"": 1.0, ""Sr"": 4.0, ""Fe"": 1.0, ""Ti"": 2.0, ""Si"": 8.0, ""O"": 28.0, ""H"": 4.0}",1201.733,#556B2F,orthorhombic
Struvite,(NH4)Mg(PO4)·6H2O,"{""N"": 1.0, ""H"": 16.0, ""Mg"": 1.0, ""P"": 1.0, ""O"": 10.0}",245.404,#FFFFFF,orthorhombic
Struvite-(K),KMg(PO4)·6H2O,"{""K"": 1.0, ""Mg"": 1.0, ""P"": 1.0, ""O"": 10.0, ""H"": 12.0}",266.463,#FFFFFF,orthorhombic
Studenitsite,NaCa2B9O14(OH)4·2H2O,"{""Na"": 1.0, ""Ca"": 2.0, ""B"": 9.0, ""O"": 20.0, ""H"": 8.0}",528.48,#FFFFFF,monoclinic
Studtite,(UO2)(O2)(H2O)2·2H2O,"{""U"": 1.0, ""O"": 8.0, ""H"": 8.0}",374.086,#ADFF2F,monoclinic
Stumpflite,PtSb,"{""Pt"": 1.0, ""Sb"": 1.0}",316.84,#A9A9A9,hexagonal
Stunorthropite,(NH4)4[Mo2O6(MoO4)2],"{""N"": 4.0, ""H"": 16.0, ""Mo"": 4.0, ""O"": 14.0}",679.942,#FFFFFF,triclinic
Suanite,Mg2B2O5,"{""Mg"": 2.0, ""B"": 2.0, ""O"": 5.0}",150.225,#FFFFFF,monoclinic
Sudburyite,PdSb,"{""Pd"": 1.0, ""Sb"": 1.0}",228.18,#A9A9A9,hexagonal
Sudoite,Mg2Al3(Si3Al)O10(OH)8,"{""Mg"": 2.0, ""Al"": 4.0, ""Si"": 3.0, ""O"": 18.0, ""H"": 8.0}",536.839,#FFFFFF,monoclinic
Sudovikovite,PtSe2,"{""Pt"": 1.0, ""Se"": 2.0}",353.022,#FFFFFF,hexagonal
Suessite,Fe3Si,"{""Fe"": 3.0, ""Si"": 1.0}",195.62,#8B4513,cubic
Sugarwhiteite,Pb2Te5O12,"{""Pb"": 2.0, ""Te"": 5.0, ""O"": 12.0}",1244.388,#FFFFFF,monoclinic
Sugilite,KNa2Fe3+2(Li3Si12)O30,"{""K"": 1.0, ""Na"": 2.0, ""Fe"": 2.0, ""Li"": 3.0, ""Si"": 12.0, ""O"": 30.0}",1034.578,#556B2F,hexagonal
Suhailite,(NH4)Fe2+3(Si3Al)O10(OH)2,"{""N"": 1.0, ""H"": 6.0, ""Fe"": 3.0, ""Si"": 3.0, ""Al"": 1.0, ""O"": 12.0}",490.815,#556B2F,
Sulfhydrylbystrite,Na5K2Ca[Al6Si6O24](S5)2-(SH)-,"{""Na"": 5.0, ""K"": 2.0, ""Ca"": 1.0, ""Al"": 6.0, ""Si"": 6.0, ""O"": 24.0, ""S"": 6.0, ""H"": 1.0}",1140.97,#FFFFFF,hexagonal
Sulphohalite,Na6(SO4)2ClF,"{""Na"": 6.0, ""S"": 2.0, ""O"": 8.0, ""Cl"": 1.0, ""F"": 1.0}",384.5,#FFFFFF,cubic
Sulphotsumoite,Bi3Te2S,"{""Bi"": 3.0, ""Te"": 2.0, ""S"": 1.0}",914.2,#A9A9A9,hexagonal
Sulphur,S,"{""S"": 1.0}",32.06,#A9A9A9,monoclinic
Sulvanite,Cu3VS4,"{""Cu"": 3.0, ""V"": 1.0, ""S"": 4.0}",369.82,#A9A9A9,cubic
Sundiusite,Pb10(SO4)O8Cl2,"{""Pb"": 10.0, ""S"": 1.0, ""O"": 12.0, ""Cl"": 2.0}",2366.948,#FFFFFF,monoclinic
Sunshuite,FeBi2S4,"{""Fe"": 1.0, ""Bi"": 2.0, ""S"": 4.0}",602.045,#DAA520,monoclinic
Suolunite,Ca2Si2O5(OH)2·H2O,"{""Ca"": 2.0, ""Si"": 2.0, ""O"": 8.0, ""H"": 4.0}",268.35,#FFFFFF,orthorhombic
Surinamite,Mg3Al3O(Si3BeAlO15),"{""Mg"": 3.0, ""Al"": 4.0, ""O"": 16.0, ""Si"": 3.0, ""Be"": 1.0}",530.0942,#FFFFFF,monoclinic
Susannite,Pb4(SO4)(CO3)2(OH)2,"{""Pb"": 4.0, ""S"": 1.0, ""O"": 12.0, ""C"": 2.0, ""H"": 2.0}",1078.886,#FFFFFF,hexagonal
Suzukiite,BaV4+Si2O7,"{""Ba"": 1.0, ""V"": 1.0, ""Si"": 2.0, ""O"": 7.0}",356.435,#FFFFFF,orthorhombic
Svabite,Ca5(AsO4)3F,"{""Ca"": 5.0, ""As"": 3.0, ""O"": 12.0, ""F"": 1.0}",636.142,#FFFFFF,triclinic
Svanbergite,SrAl3(SO4)(PO4)(OH)6,"{""Sr"": 1.0, ""Al"": 3.0, ""S"": 1.0, ""O"": 14.0, ""P"": 1.0, ""H"": 6.0}",461.634,#FFFFFF,hexagonal
Sveinbergeite,(H2O)2[Ca(H2O)](Fe2+6Fe3+)Ti2(Si4O12)2O2(OH)4[(OH)(H2O)],"{""H"": 13.0, ""O"": 35.0, ""Ca"": 1.0, ""Fe"": 7.0, ""Ti"": 2.0, ""Si"": 8.0}",1324.476,#556B2F,triclinic
Sveite,KAl7(NO3)4(OH)16Cl2·8H2O,"{""K"": 1.0, ""Al"": 7.0, ""N"": 4.0, ""O"": 36.0, ""H"": 32.0, ""Cl"": 2.0}",963.12,#FFFFFF,monoclinic
Svenekite,Ca[AsO2(OH)2]2,"{""Ca"": 1.0, ""As"": 2.0, ""O"": 8.0, ""H"": 4.0}",321.946,#FFFFFF,triclinic
Svornostite-(K),K2Mg[(UO2)(SO4)2]2·8H2O,"{""K"": 2.0, ""Mg"": 1.0, ""U"": 2.0, ""O"": 28.0, ""S"": 4.0, ""H"": 16.0}",1170.901,#FFFFFF,orthorhombic
Svornostite-(NH4),(NH4)2Mg(UO2)2(SO4)4(H2O)8,"{""N"": 2.0, ""H"": 24.0, ""Mg"": 1.0, ""U"": 2.0, ""O"": 28.0, ""S"": 4.0}",1128.783,#FFFFFF,orthorhombic
Svyatoslavite,Ca(Al2Si2O8),"{""Ca"": 1.0, ""Al"": 2.0, ""Si"": 2.0, ""O"": 8.0}",278.204,#FFFFFF,monoclinic
Svyazhinite,MgAl(SO4)2F·14H2O,"{""Mg"": 1.0, ""Al"": 1.0, ""S"": 2.0, ""O"": 22.0, ""F"": 1.0, ""H"": 28.0}",514.607,#FFFFFF,triclinic
Swaknoite,(NH4)2Ca(PO3OH)2·H2O,"{""N"": 2.0, ""H"": 12.0, ""Ca"": 1.0, ""P"": 2.0, ""O"": 9.0}",286.127,#FFFFFF,orthorhombic
Swartzite,CaMg(UO2)(CO3)3·12H2O,"{""Ca"": 1.0, ""Mg"": 1.0, ""U"": 1.0, ""O"": 23.0, ""C"": 3.0, ""H"": 24.0}",730.615,#FFFFFF,monoclinic
Swedenborgite,NaBe4Sb5+O7,"{""Na"": 1.0, ""Be"": 4.0, ""Sb"": 1.0, ""O"": 7.0}",292.7918,#FFFFFF,hexagonal
Sylvanite,AgAuTe4,"{""Ag"": 1.0, ""Au"": 1.0, ""Te"": 4.0}",815.24,#FFD700,monoclinic
Sylvite,KCl,"{""K"": 1.0, ""Cl"": 1.0}",74.548,#FFFFFF,cubic
Symesite,Pb10(SO4)O7Cl4·H2O,"{""Pb"": 10.0, ""S"": 1.0, ""O"": 12.0, ""Cl"": 4.0, ""H"": 2.0}",2439.864,#FFFFFF,triclinic
Symplesite,Fe2+3(AsO4)2·8H2O,"{""Fe"": 3.0, ""As"": 2.0, ""O"": 16.0, ""H"": 16.0}",589.491,#556B2F,triclinic
Synchysite-(Ce),CaCe(CO3)2F,"{""Ca"": 1.0, ""Ce"": 1.0, ""C"": 2.0, ""O"": 6.0, ""F"": 1.0}",319.212,#FFFFFF,monoclinic
Synchysite-(Nd),CaNd(CO3)2F,"{""Ca"": 1.0, ""Nd"": 1.0, ""C"": 2.0, ""O"": 6.0, ""F"": 1.0}",323.332,#FFFFFF,orthorhombic
Synchysite-(Y),CaY(CO3)2F,"{""Ca"": 1.0, ""Y"": 1.0, ""C"": 2.0, ""O"": 6.0, ""F"": 1.0}",267.998,#FFFFFF,orthorhombic
Syngenite,K2Ca(SO4)2·H2O,"{""K"": 2.0, ""Ca"": 1.0, ""S"": 2.0, ""O"": 9.0, ""H"": 2.0}",328.401,#FFFFFF,monoclinic
Szaibelyite,MgBO2(OH),"{""Mg"": 1.0, ""B"": 1.0, ""O"": 3.0, ""H"": 1.0}",84.12,#FFFFFF,monoclinic
Szenicsite,Cu3(MoO4)(OH)4,"{""Cu"": 3.0, ""Mo"": 1.0, ""O"": 8.0, ""H"": 4.0}",418.612,#FFFFFF,orthorhombic
Szilagyiite,NaCa3(UO2)(CO3)3(SeO3)F(H2O)6,"{""Na"": 1.0, ""Ca"": 3.0, ""U"": 1.0, ""O"": 20.0, ""C"": 3.0, ""Se"": 1.0, ""F"": 1.0, ""H"": 12.0}",847.332,#FFFFFF,hexagonal
Szomolnokite,Fe(SO4)·H2O,"{""Fe"": 1.0, ""S"": 1.0, ""O"": 5.0, ""H"": 2.0}",169.916,#556B2F,monoclinic
Szymanskiite,Hg16Ni6(CO3)12(OH)12(H3O)8·3H2O,"{""Hg"": 16.0, ""Ni"": 6.0, ""C"": 12.0, ""O"": 59.0, ""H"": 42.0}",4692.007,#FFFFFF,hexagonal
Tacharanite,Ca12Al2Si18O33(OH)36,"{""Ca"": 12.0, ""Al"": 2.0, ""Si"": 18.0, ""O"": 69.0, ""H"": 36.0}",2180.649,#FFFFFF,monoclinic
Tachyhydrite,CaMg2Cl6·12H2O,"{""Ca"": 1.0, ""Mg"": 2.0, ""Cl"": 6.0, ""H"": 24.0, ""O"": 12.0}",517.568,#FFFFFF,hexagonal
Tainiolite,KLiMg2Si4O10F2,"{""K"": 1.0, ""Li"": 1.0, ""Mg"": 2.0, ""Si"": 4.0, ""O"": 10.0, ""F"": 2.0}",404.974,#FFFFFF,monoclinic
Takanawaite-(Y),YTaO4,"{""Y"": 1.0, ""Ta"": 1.0, ""O"": 4.0}",333.852,#FFFFFF,monoclinic
Takedaite,Ca3B2O6,"{""Ca"": 3.0, ""B"": 2.0, ""O"": 6.0}",237.848,#FFFFFF,hexagonal
Takovite,Ni6Al2(OH)16(CO3)·4H2O,"{""Ni"": 6.0, ""Al"": 2.0, ""O"": 23.0, ""H"": 24.0, ""C"": 1.0}",810.302,#FFFFFF,hexagonal
Talc,Mg3Si4O10(OH)2,"{""Mg"": 3.0, ""Si"": 4.0, ""O"": 12.0, ""H"": 2.0}",379.259,#FFFFFF,monoclinic
Talmessite,Ca2Mg(AsO4)2·2H2O,"{""Ca"": 2.0, ""Mg"": 1.0, ""As"": 2.0, ""O"": 10.0, ""H"": 4.0}",418.327,#FFFFFF,triclinic
Talnakhite,Cu9Fe8S16,"{""Cu"": 9.0, ""Fe"": 8.0, ""S"": 16.0}",1531.634,#DAA520,cubic
Tamarugite,NaAl(SO4)2·6H2O,"{""Na"": 1.0, ""Al"": 1.0, ""S"": 2.0, ""O"": 14.0, ""H"": 12.0}",350.174,#FFFFFF,monoclinic
Tamboite,Fe3+3(OH)(H2O)2(SO4)(Te4+O3)3[Te4+O(OH)2](H2O)3,"{""Fe"": 3.0, ""O"": 22.0, ""H"": 13.0, ""S"": 1.0, ""Te"": 4.0}",1075.077,#556B2F,monoclinic
Tamuraite,Ir5Fe10S16,"{""Ir"": 5.0, ""Fe"": 10.0, ""S"": 16.0}",2032.51,#DAA520,hexagonal
Tancaite-(Ce),FeCe(MoO4)3·3H2O,"{""Fe"": 1.0, ""Ce"": 1.0, ""Mo"": 3.0, ""O"": 15.0, ""H"": 6.0}",729.848,#556B2F,hexagonal
