name,formula,elements,density,color,crystal
Magnesite,Mg(CO3),"{""Mg"": 1.0, ""C"": 1.0, ""O"": 3.0}",84.313,#FFFFFF,hexagonal
Magnetite,Fe2+Fe3+2O4,"{""Fe"": 3.0, ""O"": 4.0}",231.531,#8B4513,cubic
Magnetoplumbite,PbFe3+12O19,"{""Pb"": 1.0, ""Fe"": 12.0, ""O"": 19.0}",1181.321,#8B4513,hexagonal
Magnioursilite,Mg4(UO2)4(Si2O5)5(OH)6·20H2O,"{""Mg"": 4.0, ""U"": 4.0, ""O"": 59.0, ""Si"": 10.0, ""H"": 46.0}",2320.499,#FFFFFF,orthorhombic
Magnolite,Hg1+2(Te4+O3),"{""Hg"": 2.0, ""Te"": 1.0, ""O"": 3.0}",576.777,#FFFFFF,orthorhombic
Magselite,[Mg(H2O)6](Se4+O3),"{""Mg"": 1.0, ""H"": 12.0, ""O"": 9.0, ""Se"": 1.0}",259.363,#FFFFFF,hexagonal
Maikainite,Cu10Fe3MoGe3S16,"{""Cu"": 10.0, ""Fe"": 3.0, ""Mo"": 1.0, ""Ge"": 3.0, ""S"": 16.0}",1629.795,#DAA520,cubic
Majakite,PdNiAs,"{""Pd"": 1.0, ""Ni"": 1.0, ""As"": 1.0}",240.035,#7FFF00,hexagonal
Majindeite,Mg2Mo3O8,"{""Mg"": 2.0, ""Mo"": 3.0, ""O"": 8.0}",464.452,#FFFFFF,hexagonal
Majorite,Mg3(MgSi)(SiO4)3,"{""Mg"": 4.0, ""Si"": 4.0, ""O"": 12.0}",401.548,#FFFFFF,cubic
Makarochkinite,Ca4[Fe2+8Fe3+2Ti2]O4[Si8Be2Al2O36],"{""Ca"": 4.0, ""Fe"": 10.0, ""Ti"": 2.0, ""O"": 40.0, ""Si"": 8.0, ""Be"": 2.0, ""Al"": 2.0}",1751.1244,#556B2F,triclinic
Makatite,Na2Si4O8(OH)2·4H2O,"{""Na"": 2.0, ""Si"": 4.0, ""O"": 14.0, ""H"": 10.0}",392.386,#FFFFFF,monoclinic
Makinenite,NiSe,"{""Ni"": 1.0, ""Se"": 1.0}",137.664,#7FFF00,hexagonal
Makotoite,Ag12(Cu3Au)S8,"{""Ag"": 12.0, ""Cu"": 3.0, ""Au"": 1.0, ""S"": 8.0}",1938.528,#A9A9A9,hexagonal
Malachite,Cu2(CO3)(OH)2,"{""Cu"": 2.0, ""C"": 1.0, ""O"": 5.0, ""H"": 2.0}",221.114,#FFFFFF,monoclinic
Malanite,Cu1+(Ir3+Pt4+)S4,"{""Cu"": 1.0, ""Ir"": 1.0, ""Pt"": 1.0, ""S"": 4.0}",579.086,#A9A9A9,cubic
Maldonite,Au2Bi,"{""Au"": 2.0, ""Bi"": 1.0}",602.92,#FFD700,cubic
Maleevite,BaB2Si2O8,"{""Ba"": 1.0, ""B"": 2.0, ""Si"": 2.0, ""O"": 8.0}",343.112,#FFFFFF,orthorhombic
Maletoyvayamite,Au3Se4Te6,"{""Au"": 3.0, ""Se"": 4.0, ""Te"": 6.0}",1672.394,#FFD700,triclinic
Malhmoodite,Fe2+Zr(PO4)2·4H2O,"{""Fe"": 1.0, ""Zr"": 1.0, ""P"": 2.0, ""O"": 12.0, ""H"": 8.0}",409.069,#556B2F,triclinic
Malinkoite,NaBSiO4,"{""Na"": 1.0, ""B"": 1.0, ""Si"": 1.0, ""O"": 4.0}",125.881,#FFFFFF,hexagonal
Malladrite,Na2SiF6,"{""Na"": 2.0, ""Si"": 1.0, ""F"": 6.0}",188.053,#FFFFFF,hexagonal
Mallestigite,Pb3Sb(SO4)(AsO4)(OH)6·3H2O,"{""Pb"": 3.0, ""Sb"": 1.0, ""S"": 1.0, ""O"": 17.0, ""As"": 1.0, ""H"": 12.0}",1134.421,#FFFFFF,hexagonal
Malyshevite,PdCuBiS3,"{""Pd"": 1.0, ""Cu"": 1.0, ""Bi"": 1.0, ""S"": 3.0}",475.126,#A9A9A9,orthorhombic
Mammothite,Pb6Cu4AlSb5+O2(SO4)2Cl4(OH)16,"{""Pb"": 6.0, ""Cu"": 4.0, ""Al"": 1.0, ""Sb"": 1.0, ""O"": 26.0, ""S"": 2.0, ""Cl"": 4.0, ""H"": 16.0}",2284.148,#FFFFFF,monoclinic
Mampsisite,Ca4Al2(OH)12(CO3) · 5H2O,"{""Ca"": 4.0, ""Al"": 2.0, ""O"": 20.0, ""H"": 22.0, ""C"": 1.0}",568.443,#FFFFFF,triclinic
Manandonite,Li2Al4(Si2AlB)O10(OH)8,"{""Li"": 2.0, ""Al"": 5.0, ""Si"": 2.0, ""B"": 1.0, ""O"": 18.0, ""H"": 8.0}",511.816,#FFFFFF,triclinic
Mandarinoite,Fe3+2(Se4+O3)3·6H2O,"{""Fe"": 2.0, ""Se"": 3.0, ""O"": 15.0, ""H"": 12.0}",600.684,#556B2F,monoclinic
Mangazeite,Al2(SO4)(OH)4·3H2O,"{""Al"": 2.0, ""S"": 1.0, ""O"": 11.0, ""H"": 10.0}",272.093,#FFFFFF,triclinic
Mannardite,Ba(Ti6V3+2)O16,"{""Ba"": 1.0, ""Ti"": 6.0, ""V"": 2.0, ""O"": 16.0}",782.4,#FFFFFF,tetragonal
Mansfieldite,Al(AsO4)·2H2O,"{""Al"": 1.0, ""As"": 1.0, ""O"": 6.0, ""H"": 4.0}",201.93,#FFFFFF,orthorhombic
Mantienneite,(H2O)2Mg2(Al2Ti)(PO4)4(OH)2(H2O)10·4H2O,"{""H"": 34.0, ""O"": 34.0, ""Mg"": 2.0, ""Al"": 2.0, ""Ti"": 1.0, ""P"": 4.0}",852.575,#FFFFFF,orthorhombic
Manuelarossiite,PbCaAlF7,"{""Pb"": 1.0, ""Ca"": 1.0, ""Al"": 1.0, ""F"": 7.0}",407.246,#FFFFFF,monoclinic
Maohokite,MgFe2O4,"{""Mg"": 1.0, ""Fe"": 2.0, ""O"": 4.0}",199.991,#8B4513,orthorhombic
Marathonite,Pd25Ge9,"{""Pd"": 25.0, ""Ge"": 9.0}",3314.17,#FFFFFF,hexagonal
Marcasite,FeS2,"{""Fe"": 1.0, ""S"": 2.0}",119.965,#DAA520,orthorhombic
Marchettiite,C5H7N5O3,"{""C"": 5.0, ""H"": 7.0, ""N"": 5.0, ""O"": 3.0}",185.143,#FFFFFF,triclinic
Marcobaldiite,Pb12(Sb3As2Bi)Σ6S21,"{""Pb"": 12.0, ""Sb"": 18.0, ""As"": 12.0, ""Bi"": 6.0, ""S"": 21.0}",7504.284,#708090,triclinic
Marecottite,Mg3O6(UO2)8(SO4)4(OH)2·28H2O,"{""Mg"": 3.0, ""O"": 68.0, ""U"": 8.0, ""S"": 4.0, ""H"": 58.0}",3251.791,#FFFFFF,triclinic
Margaritasite,Cs2(UO2)2(VO4)2·H2O,"{""Cs"": 2.0, ""U"": 2.0, ""O"": 13.0, ""V"": 2.0, ""H"": 2.0}",1053.767,#FFFFFF,monoclinic
Margarite,CaAl2Si2Al2O10(OH)2,"{""Ca"": 1.0, ""Al"": 4.0, ""Si"": 2.0, ""O"": 12.0, ""H"": 2.0}",398.18,#FFFFFF,monoclinic
Margarosanite,Ca2PbSi3O9,"{""Ca"": 2.0, ""Pb"": 1.0, ""Si"": 3.0, ""O"": 9.0}",515.602,#FFFFFF,triclinic
Mariakrite,[Ca4Al2(OH)12(H2O)4][Fe2S4],"{""Ca"": 4.0, ""Al"": 2.0, ""O"": 16.0, ""H"": 20.0, ""Fe"": 2.0, ""S"": 4.0}",730.35,#556B2F,triclinic
Marialite,Na4Al3Si9O24Cl,"{""Na"": 4.0, ""Al"": 3.0, ""Si"": 9.0, ""O"": 24.0, ""Cl"": 1.0}",845.097,#FFFFFF,tetragonal
Maricite,NaFe2+(PO4),"{""Na"": 1.0, ""Fe"": 1.0, ""P"": 1.0, ""O"": 4.0}",173.805,#556B2F,orthorhombic
Mariinskite,BeCr2O4,"{""Be"": 1.0, ""Cr"": 2.0, ""O"": 4.0}",177.0002,#228B22,orthorhombic
Marinaite,Cu2Fe3+O2(BO3),"{""Cu"": 2.0, ""Fe"": 1.0, ""O"": 5.0, ""B"": 1.0}",273.742,#556B2F,monoclinic
Marinellite,Na42Ca6Al36Si36O144(SO4)8Cl2·6H2O,"{""Na"": 42.0, ""Ca"": 6.0, ""Al"": 36.0, ""Si"": 36.0, ""O"": 182.0, ""S"": 8.0, ""Cl"": 2.0, ""H"": 12.0}",6439.754,#FFFFFF,hexagonal
Marioantofilliite,[Cu4Al2(OH)12](CO3)·3H2O,"{""Cu"": 4.0, ""Al"": 2.0, ""O"": 18.0, ""H"": 18.0, ""C"": 1.0}",626.285,#FFFFFF,monoclinic
Markascherite,Cu3(MoO4)(OH)4,"{""Cu"": 3.0, ""Mo"": 1.0, ""O"": 8.0, ""H"": 4.0}",418.612,#FFFFFF,monoclinic
Markcooperite,Pb2(UO2)TeO6,"{""Pb"": 2.0, ""U"": 1.0, ""O"": 8.0, ""Te"": 1.0}",908.022,#FFFFFF,monoclinic
Markeyite,Ca9(UO2)4(CO3)13·28H2O,"{""Ca"": 9.0, ""U"": 4.0, ""O"": 75.0, ""C"": 13.0, ""H"": 56.0}",2725.338,#FFFFFF,orthorhombic
Markhininite,TlBi(SO4)2,"{""Tl"": 1.0, ""Bi"": 1.0, ""S"": 2.0, ""O"": 8.0}",605.472,#FFFFFF,triclinic
Marklite,Cu5(CO3)2(OH)6·6H2O,"{""Cu"": 5.0, ""C"": 2.0, ""O"": 18.0, ""H"": 18.0}",647.878,#FFFFFF,monoclinic
Markwelchite,TlPbSbS3,"{""Tl"": 1.0, ""Pb"": 1.0, ""Sb"": 1.0, ""S"": 3.0}",629.52,#708090,monoclinic
Marrite,AgPbAsS3,"{""Ag"": 1.0, ""Pb"": 1.0, ""As"": 1.0, ""S"": 3.0}",486.172,#708090,monoclinic
Marrucciite,Hg3Pb16Sb18S46,"{""Hg"": 3.0, ""Pb"": 16.0, ""Sb"": 18.0, ""S"": 46.0}",7583.41,#708090,monoclinic
Marsaalamite-(Y),Y(MoO4)(OH),"{""Y"": 1.0, ""Mo"": 1.0, ""O"": 5.0, ""H"": 1.0}",265.859,#FFFFFF,monoclinic
Marshite,CuI,"{""Cu"": 1.0, ""I"": 1.0}",190.446,#00BFFF,cubic
Marthozite,Cu2+(UO2)3(Se4+O3)2O2·8H2O,"{""Cu"": 1.0, ""U"": 3.0, ""O"": 22.0, ""Se"": 2.0, ""H"": 16.0}",1303.684,#FFFFFF,orthorhombic
Martinandresite,Ba2(Al4Si12O32)·10H2O,"{""Ba"": 2.0, ""Al"": 4.0, ""Si"": 12.0, ""O"": 42.0, ""H"": 20.0}",1411.726,#FFFFFF,orthorhombic
Marumoite,Pb32As40S92,"{""Pb"": 32.0, ""As"": 40.0, ""S"": 92.0}",12576.8,#708090,monoclinic
Maruyamaite,K(MgAl2)(Al5Mg)(BO3)3(Si6O18)(OH)3O,"{""K"": 1.0, ""Mg"": 2.0, ""Al"": 7.0, ""B"": 3.0, ""O"": 31.0, ""Si"": 6.0, ""H"": 3.0}",976.515,#FFFFFF,hexagonal
Masaitisite,KCu5O2(SeO3)2Cl3,"{""K"": 1.0, ""Cu"": 5.0, ""O"": 8.0, ""Se"": 2.0, ""Cl"": 3.0}",749.112,#FFFFFF,orthorhombic
Mascagnite,(NH4)2(SO4),"{""N"": 2.0, ""H"": 8.0, ""S"": 1.0, ""O"": 4.0}",132.134,#FFFFFF,orthorhombic
Maslovite,PtBiTe,"{""Pt"": 1.0, ""Bi"": 1.0, ""Te"": 1.0}",531.66,#D2B48C,cubic
Massicot,PbO,"{""Pb"": 1.0, ""O"": 1.0}",223.199,#FFFFFF,orthorhombic
Masuyite,Pb(UO2)3O3(OH)2·3H2O,"{""Pb"": 1.0, ""U"": 3.0, ""O"": 14.0, ""H"": 8.0}",1153.34,#FFFFFF,monoclinic
Mathesiusite,K5(UO2)4(SO4)4(VO5)(H2O)4,"{""K"": 5.0, ""U"": 4.0, ""O"": 33.0, ""S"": 4.0, ""V"": 1.0, ""H"": 8.0}",1862.823,#FFFFFF,tetragonal
Matildite,AgBiS2,"{""Ag"": 1.0, ""Bi"": 1.0, ""S"": 2.0}",380.97,#A9A9A9,hexagonal
Matioliite,NaMgAl5(PO4)4(OH)6·2H2O,"{""Na"": 1.0, ""Mg"": 1.0, ""Al"": 5.0, ""P"": 4.0, ""O"": 24.0, ""H"": 10.0}",700.157,#FFFFFF,
Matlockite,PbClF,"{""Pb"": 1.0, ""Cl"": 1.0, ""F"": 1.0}",261.648,#FFFFFF,tetragonal
Matsubaraite,Sr4Ti5O8(Si2O7)2,"{""Sr"": 4.0, ""Ti"": 5.0, ""O"": 22.0, ""Si"": 4.0}",1054.133,#FFFFFF,monoclinic
Mattagamite,CoTe2,"{""Co"": 1.0, ""Te"": 2.0}",314.133,#4169E1,orthorhombic
Matteuccite,NaH(SO4)·H2O,"{""Na"": 1.0, ""H"": 3.0, ""S"": 1.0, ""O"": 5.0}",138.069,#FFFFFF,monoclinic
Matthiasweilite,PbTe4+O3,"{""Pb"": 1.0, ""Te"": 1.0, ""O"": 3.0}",382.797,#FFFFFF,triclinic
Matulaite,Fe3+Al7(PO4)4(PO3OH)2(OH)8(H2O)8·8H2O,"{""Fe"": 1.0, ""Al"": 7.0, ""P"": 6.0, ""O"": 48.0, ""H"": 42.0}",1240.851,#556B2F,monoclinic
Maucherite,Ni11As8,"{""Ni"": 11.0, ""As"": 8.0}",1244.999,#7FFF00,monoclinic
Mauriziodiniite,(NH4)(As2O3)2I,"{""N"": 1.0, ""H"": 4.0, ""As"": 4.0, ""O"": 6.0, ""I"": 1.0}",540.621,#FFFFFF,hexagonal
Maurogemmiite,Ti10Fe3O3,"{""Ti"": 10.0, ""Fe"": 3.0, ""O"": 3.0}",694.202,#8B4513,hexagonal
Mawbyite,PbFe3+2(AsO4)2(OH)2,"{""Pb"": 1.0, ""Fe"": 2.0, ""As"": 2.0, ""O"": 10.0, ""H"": 2.0}",630.74,#556B2F,monoclinic
Maxwellite,NaFe3+(AsO4)F,"{""Na"": 1.0, ""Fe"": 1.0, ""As"": 1.0, ""O"": 4.0, ""F"": 1.0}",236.751,#556B2F,monoclinic
Mayingite,IrBiTe,"{""Ir"": 1.0, ""Bi"": 1.0, ""Te"": 1.0}",528.8,#D2B48C,cubic
Mazorite,Ba3(PO4)2,"{""Ba"": 3.0, ""P"": 2.0, ""O"": 8.0}",601.93,#FFFFFF,hexagonal
Mazzettiite,Ag3HgPbSbTe5,"{""Ag"": 3.0, ""Hg"": 1.0, ""Pb"": 1.0, ""Sb"": 1.0, ""Te"": 5.0}",1491.16,#FFFFFF,orthorhombic
Mazzite-Mg,Mg5(Si26Al10)O72·30H2O,"{""Mg"": 5.0, ""Si"": 26.0, ""Al"": 10.0, ""O"": 102.0, ""H"": 60.0}",2813.933,#FFFFFF,hexagonal
Mazzite-Na,Na8(Si28Al8)O72·30H2O,"{""Na"": 8.0, ""Si"": 28.0, ""Al"": 8.0, ""O"": 102.0, ""H"": 60.0}",2878.534,#FFFFFF,hexagonal
Mcallisterite,Mg2[B6O7(OH)6]2·9H2O,"{""Mg"": 2.0, ""B"": 12.0, ""O"": 35.0, ""H"": 30.0}",768.535,#FFFFFF,hexagonal
Mcalpineite,Cu3Te6+O6,"{""Cu"": 3.0, ""Te"": 1.0, ""O"": 6.0}",414.232,#00BFFF,orthorhombic
Mcauslanite,Fe2+3Al2(PO4)3(PO3OH)F·18H2O,"{""Fe"": 3.0, ""Al"": 2.0, ""P"": 4.0, ""O"": 34.0, ""H"": 37.0, ""F"": 1.0}",945.655,#556B2F,triclinic
Mcbirneyite,Cu3(VO4)2,"{""Cu"": 3.0, ""V"": 2.0, ""O"": 8.0}",420.514,#00BFFF,triclinic
Mcconnellite,Cu1+CrO2,"{""Cu"": 1.0, ""Cr"": 1.0, ""O"": 2.0}",147.54,#00BFFF,hexagonal
Mcguinnessite,CuMg(CO3)(OH)2,"{""Cu"": 1.0, ""Mg"": 1.0, ""C"": 1.0, ""O"": 5.0, ""H"": 2.0}",181.873,#FFFFFF,monoclinic
Mckelveyite-(Nd),NaCaBa3Nd(CO3)6·3H2O,"{""Na"": 1.0, ""Ca"": 1.0, ""Ba"": 3.0, ""Nd"": 1.0, ""C"": 6.0, ""O"": 21.0, ""H"": 6.0}",1033.391,#FFFFFF,monoclinic
Mckelveyite-(Y),NaBa3CaY(CO3)6·3H2O,"{""Na"": 1.0, ""Ba"": 3.0, ""Ca"": 1.0, ""Y"": 1.0, ""C"": 6.0, ""O"": 21.0, ""H"": 6.0}",978.057,#FFFFFF,monoclinic
Mckinstryite,Ag5Cu3S4,"{""Ag"": 5.0, ""Cu"": 3.0, ""S"": 4.0}",858.228,#A9A9A9,orthorhombic
Mcnearite,NaCa5(AsO4)(AsO3OH)4·4H2O,"{""Na"": 1.0, ""Ca"": 5.0, ""As"": 5.0, ""O"": 24.0, ""H"": 12.0}",994.062,#FFFFFF,triclinic
Medenbachite,Bi2Fe3+Cu2+(AsO4)2O(OH)3,"{""Bi"": 2.0, ""Fe"": 1.0, ""Cu"": 1.0, ""As"": 2.0, ""O"": 12.0, ""H"": 3.0}",882.207,#556B2F,triclinic
Megacyclite,KNa8Si9O18(OH)9·19H2O,"{""K"": 1.0, ""Na"": 8.0, ""Si"": 9.0, ""O"": 46.0, ""H"": 47.0}",1259.113,#FFFFFF,monoclinic
Megakalsilite,KAlSiO4,"{""K"": 1.0, ""Al"": 1.0, ""Si"": 1.0, ""O"": 4.0}",158.161,#FFFFFF,hexagonal
Meieranite,Na2Sr3MgSi6O17,"{""Na"": 2.0, ""Sr"": 3.0, ""Mg"": 1.0, ""Si"": 6.0, ""O"": 17.0}",773.638,#FFFFFF,orthorhombic
Meierite,Ba44Si66Al30O192Cl25(OH)33,"{""Ba"": 44.0, ""Si"": 66.0, ""Al"": 30.0, ""O"": 225.0, ""Cl"": 25.0, ""H"": 33.0}",13224.879,#FFFFFF,cubic
Meifuite,KFe6(Si7Al)O19(OH)4Cl2,"{""K"": 1.0, ""Fe"": 6.0, ""Si"": 7.0, ""Al"": 1.0, ""O"": 23.0, ""H"": 4.0, ""Cl"": 2.0}",1040.654,#556B2F,triclinic
Meionite,Ca4Al6Si6O24(CO3),"{""Ca"": 4.0, ""Al"": 6.0, ""Si"": 6.0, ""O"": 27.0, ""C"": 1.0}",934.698,#FFFFFF,tetragonal
Meisserite,Na5(UO2)(SO4)3(SO3OH)(H2O),"{""Na"": 5.0, ""U"": 1.0, ""O"": 19.0, ""S"": 4.0, ""H"": 3.0}",788.225,#FFFFFF,triclinic
Meitnerite,(NH4)(UO2)(SO4)(OH)·2H2O,"{""N"": 1.0, ""H"": 9.0, ""U"": 1.0, ""O"": 9.0, ""S"": 1.0}",437.16,#FFFFFF,triclinic
Meixnerite,Mg6Al2(OH)16(OH)2·4H2O,"{""Mg"": 6.0, ""Al"": 2.0, ""O"": 22.0, ""H"": 26.0}",577.98,#FFFFFF,hexagonal
Meizhouite,Fe2+V3+2(PO4)2(OH)2,"{""Fe"": 1.0, ""V"": 2.0, ""P"": 2.0, ""O"": 10.0, ""H"": 2.0}",381.683,#556B2F,monoclinic
Mejillonesite,NaMg2(PO3OH)(PO4)(OH)·H5O2,"{""Na"": 1.0, ""Mg"": 2.0, ""P"": 2.0, ""O"": 11.0, ""H"": 7.0}",316.593,#FFFFFF,orthorhombic
Melanarsite,K3Cu7Fe3+O4(AsO4)4,"{""K"": 3.0, ""Cu"": 7.0, ""Fe"": 1.0, ""O"": 20.0, ""As"": 4.0}",1237.629,#556B2F,monoclinic
Melanophlogite,C2H17O5·Si46O92,"{""C"": 2.0, ""H"": 17.0, ""O"": 97.0, ""Si"": 46.0}",2884.971,#FFFFFF,tetragonal
Melanotekite,Pb2Fe3+2O2(Si2O7),"{""Pb"": 2.0, ""Fe"": 2.0, ""O"": 9.0, ""Si"": 2.0}",726.251,#556B2F,orthorhombic
Melanothallite,Cu2OCl2,"{""Cu"": 2.0, ""O"": 1.0, ""Cl"": 2.0}",213.991,#00BFFF,orthorhombic
Melanterite,Fe(SO4)·7H2O,"{""Fe"": 1.0, ""S"": 1.0, ""O"": 11.0, ""H"": 14.0}",278.006,#556B2F,monoclinic
Melcherite,Ba2Na2Mg[Nb6O19]·6H2O,"{""Ba"": 2.0, ""Na"": 2.0, ""Mg"": 1.0, ""Nb"": 6.0, ""O"": 25.0, ""H"": 12.0}",1314.452,#FFFFFF,hexagonal
Melkovite,CaFe3+2Mo5O10(PO4)2(OH)12·8H2O,"{""Ca"": 1.0, ""Fe"": 2.0, ""Mo"": 5.0, ""O"": 38.0, ""P"": 2.0, ""H"": 28.0}",1329.652,#556B2F,monoclinic
Mellite,Al2C6(COO)6·16H2O,"{""Al"": 2.0, ""C"": 12.0, ""O"": 28.0, ""H"": 32.0}",678.324,#FFFFFF,tetragonal
Melonite,NiTe2,"{""Ni"": 1.0, ""Te"": 2.0}",313.893,#7FFF00,hexagonal
Melonjosephite,CaFe2+Fe3+(PO4)2(OH),"{""Ca"": 1.0, ""Fe"": 2.0, ""P"": 2.0, ""O"": 9.0, ""H"": 1.0}",358.715,#556B2F,orthorhombic
Mendipite,Pb3O2Cl2,"{""Pb"": 3.0, ""O"": 2.0, ""Cl"": 2.0}",724.498,#FFFFFF,orthorhombic
Mendozavilite-KCa,[K2(H2O)15Ca(H2O)6][Mo8P2Fe3+3O34(OH)3],"{""K"": 2.0, ""H"": 45.0, ""O"": 58.0, ""Ca"": 1.0, ""Mo"": 8.0, ""P"": 2.0, ""Fe"": 3.0}",2088.659,#556B2F,monoclinic
Mendozavilite-NaCu,[Na2(H2O)15Cu(H2O)6][Mo8P2Fe3+3O34(OH)3],"{""Na"": 2.0, ""H"": 45.0, ""O"": 58.0, ""Cu"": 1.0, ""Mo"": 8.0, ""P"": 2.0, ""Fe"": 3.0}",2079.911,#556B2F,monoclinic
Mendozavilite-NaFe,[Na2(H2O)15Fe3+(H2O)6][Mo8P2Fe3+3O35(OH)2],"{""Na"": 2.0, ""H"": 44.0, ""O"": 58.0, ""Fe"": 4.0, ""Mo"": 8.0, ""P"": 2.0}",2071.202,#556B2F,monoclinic
Mendozite,NaAl(SO4)2·11H2O,"{""Na"": 1.0, ""Al"": 1.0, ""S"": 2.0, ""O"": 19.0, ""H"": 22.0}",440.249,#FFFFFF,monoclinic
Meneghinite,Pb13CuSb7S24,"{""Pb"": 13.0, ""Cu"": 1.0, ""Sb"": 7.0, ""S"": 24.0}",4378.906,#708090,orthorhombic
Menezesite,Ba3MgZr4Nb12O42·12H2O,"{""Ba"": 3.0, ""Mg"": 1.0, ""Zr"": 4.0, ""Nb"": 12.0, ""O"": 54.0, ""H"": 24.0}",2804.201,#FFFFFF,cubic
Meniaylovite,Ca4AlSi(SO4)F13·12H2O,"{""Ca"": 4.0, ""Al"": 1.0, ""Si"": 1.0, ""S"": 1.0, ""O"": 16.0, ""F"": 13.0, ""H"": 24.0}",774.589,#FFFFFF,cubic
Menshikovite,Pd3Ni2As3,"{""Pd"": 3.0, ""Ni"": 2.0, ""As"": 3.0}",661.412,#7FFF00,hexagonal
Menzerite-(Y),(CaY2)Mg2(SiO4)3,"{""Ca"": 1.0, ""Y"": 2.0, ""Mg"": 2.0, ""Si"": 3.0, ""O"": 12.0}",542.743,#FFFFFF,cubic
Mercallite,KH(SO4),"{""K"": 1.0, ""H"": 1.0, ""S"": 1.0, ""O"": 4.0}",136.162,#FFFFFF,orthorhombic
Mercury,Hg,"{""Hg"": 1.0}",200.59,#FFFFFF,
Mereheadite,Pb47O24(OH)13Cl25(BO3)2(CO3),"{""Pb"": 47.0, ""O"": 46.0, ""H"": 13.0, ""Cl"": 25.0, ""B"": 2.0, ""C"": 1.0}",11407.339,#FFFFFF,monoclinic
Mereiterite,K2Fe2+(SO4)2·4H2O,"{""K"": 2.0, ""Fe"": 1.0, ""S"": 2.0, ""O"": 12.0, ""H"": 8.0}",398.213,#556B2F,monoclinic
Merelaniite,Pb4Mo4VSbS15,"{""Pb"": 4.0, ""Mo"": 4.0, ""V"": 1.0, ""Sb"": 1.0, ""S"": 15.0}",1866.202,#708090,triclinic
Merenskyite,PdTe2,"{""Pd"": 1.0, ""Te"": 2.0}",361.62,#FFFFFF,hexagonal
Meridianiite,Mg(SO4)·11H2O,"{""Mg"": 1.0, ""S"": 1.0, ""O"": 15.0, ""H"": 22.0}",318.526,#FFFFFF,
Merlinoite,K5Ca2(Si23Al9)O64·24H2O,"{""K"": 5.0, ""Ca"": 2.0, ""Si"": 23.0, ""Al"": 9.0, ""O"": 88.0, ""H"": 48.0}",2620.735,#FFFFFF,orthorhombic
Merrillite,Ca9NaMg(PO4)7,"{""Ca"": 9.0, ""Na"": 1.0, ""Mg"": 1.0, ""P"": 7.0, ""O"": 28.0}",1072.787,#FFFFFF,hexagonal
Merwinite,Ca3Mg(SiO4)2,"{""Ca"": 3.0, ""Mg"": 1.0, ""Si"": 2.0, ""O"": 8.0}",328.701,#FFFFFF,monoclinic
Mesolite,Na2Ca2(Si9Al6)O30·8H2O,"{""Na"": 2.0, ""Ca"": 2.0, ""Si"": 9.0, ""Al"": 6.0, ""O"": 38.0, ""H"": 16.0}",1164.883,#FFFFFF,orthorhombic
Messelite,Ca2Fe2+(PO4)2·2H2O,"{""Ca"": 2.0, ""Fe"": 1.0, ""P"": 2.0, ""O"": 10.0, ""H"": 4.0}",361.971,#556B2F,triclinic
Meta-aluminite,Al2(SO4)(OH)4·5H2O,"{""Al"": 2.0, ""S"": 1.0, ""O"": 13.0, ""H"": 14.0}",308.123,#FFFFFF,
Meta-alunogen,Al2(SO4)3·14H2O,"{""Al"": 2.0, ""S"": 3.0, ""O"": 26.0, ""H"": 28.0}",594.342,#FFFFFF,
Meta-ankoleite,K(UO2)(PO4)·3H2O,"{""K"": 1.0, ""U"": 1.0, ""O"": 9.0, ""P"": 1.0, ""H"": 6.0}",458.141,#FFFFFF,tetragonal
Meta-autunite,Ca(UO2)2(PO4)2·6H2O,"{""Ca"": 1.0, ""U"": 2.0, ""O"": 18.0, ""P"": 2.0, ""H"": 12.0}",878.164,#FFFFFF,tetragonal
Metaborite,HBO2,"{""H"": 1.0, ""B"": 1.0, ""O"": 2.0}",43.816,#FFFFFF,cubic
Metacinnabar,HgS,"{""Hg"": 1.0, ""S"": 1.0}",232.65,#A9A9A9,cubic
Metadelrioite,SrCa(VO3)2(OH)2,"{""Sr"": 1.0, ""Ca"": 1.0, ""V"": 2.0, ""O"": 8.0, ""H"": 2.0}",359.59,#FFFFFF,triclinic
Metaheimite,PbCu2(AsO4)(OH)3,"{""Pb"": 1.0, ""Cu"": 2.0, ""As"": 1.0, ""O"": 7.0, ""H"": 3.0}",524.231,#FFFFFF,monoclinic
Metaheinrichite,Ba(UO2)2(AsO4)2·8H2O,"{""Ba"": 1.0, ""U"": 2.0, ""O"": 20.0, ""As"": 2.0, ""H"": 16.0}",1099.342,#FFFFFF,monoclinic
Metahewettite,CaV5+6O16·3H2O,"{""Ca"": 1.0, ""V"": 6.0, ""O"": 19.0, ""H"": 6.0}",655.759,#FFFFFF,monoclinic
Metahohmannite,Fe3+2O(SO4)2·4H2O,"{""Fe"": 2.0, ""O"": 13.0, ""S"": 2.0, ""H"": 8.0}",391.861,#556B2F,triclinic
Metakahlerite,Fe2+(UO2)2(AsO4)2·8H2O,"{""Fe"": 1.0, ""U"": 2.0, ""O"": 20.0, ""As"": 2.0, ""H"": 16.0}",1017.857,#556B2F,triclinic
Metakirchheimerite,Co(UO2)2(AsO4)2·8H2O,"{""Co"": 1.0, ""U"": 2.0, ""O"": 20.0, ""As"": 2.0, ""H"": 16.0}",1020.945,#FFFFFF,triclinic
