name,formula,elements,density,color,crystal_system,dna
Namibite,Cu(BiO)2(VO4)(OH),"{""Cu"": 1.0, ""Bi"": 2.0, ""O"": 7.0, ""V"": 1.0, ""H"": 1.0}",645.46,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nancyrossite,FeGeO6H5,"{""Fe"": 1.0, ""Ge"": 1.0, ""O"": 6.0, ""H"": 5.0}",229.52,#556B2F,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nanlingite,Na(Ca5Li)Mg12(AsO3)2[Fe2+(AsO3)6]F14,"{""Na"": 1.0, ""Ca"": 5.0, ""Li"": 1.0, ""Mg"": 12.0, ""As"": 8.0, ""O"": 24.0, ""Fe"": 1.0, ""F"": 14.0}",1827.26,#556B2F,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nannoniite,Al2(OH)5F,"{""Al"": 2.0, ""O"": 5.0, ""H"": 5.0, ""F"": 1.0}",158.0,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nanpingite,CsAl2(Si3Al)O10(OH)2,"{""Cs"": 1.0, ""Al"": 3.0, ""Si"": 3.0, ""O"": 12.0, ""H"": 2.0}",492.14,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nantokite,CuCl,"{""Cu"": 1.0, ""Cl"": 1.0}",99.0,#00BFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Napoliite,Pb2OFCl,"{""Pb"": 2.0, ""O"": 1.0, ""F"": 1.0, ""Cl"": 1.0}",484.85,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Naquite,FeSi,"{""Fe"": 1.0, ""Si"": 1.0}",83.94,#8B4513,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nashite,Na3Ca2[(V4+V5+9)O28]·24H2O,"{""Na"": 3.0, ""Ca"": 2.0, ""V"": 10.0, ""O"": 52.0, ""H"": 48.0}",1538.91,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nasinite,Na2B5O8(OH)·2H2O,"{""Na"": 2.0, ""B"": 5.0, ""O"": 11.0, ""H"": 5.0}",281.07,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nasonite,Ca4Pb6(Si2O7)3Cl2,"{""Ca"": 4.0, ""Pb"": 6.0, ""Si"": 6.0, ""O"": 21.0, ""Cl"": 2.0}",1978.96,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nastrophite,NaSr(PO4)·9H2O,"{""Na"": 1.0, ""Sr"": 1.0, ""P"": 1.0, ""O"": 13.0, ""H"": 18.0}",367.72,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Nataliyamalikite,TlI,"{""Tl"": 1.0, ""I"": 1.0}",331.28,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natalyite,NaV3+Si2O6,"{""Na"": 1.0, ""V"": 1.0, ""Si"": 2.0, ""O"": 6.0}",226.11,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natisite,Na2TiO(SiO4),"{""Na"": 2.0, ""Ti"": 1.0, ""O"": 5.0, ""Si"": 1.0}",201.94,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natrite,Na2(CO3),"{""Na"": 2.0, ""C"": 1.0, ""O"": 3.0}",105.99,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natroalunite,NaAl3(SO4)2(OH)6,"{""Na"": 1.0, ""Al"": 3.0, ""S"": 2.0, ""O"": 14.0, ""H"": 6.0}",398.1,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natroaphthitalite,KNa3(SO4)2,"{""K"": 1.0, ""Na"": 3.0, ""S"": 2.0, ""O"": 8.0}",300.19,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natroboltwoodite,Na(UO2)(SiO3OH)·H2O,"{""Na"": 1.0, ""U"": 1.0, ""O"": 7.0, ""Si"": 1.0, ""H"": 3.0}",404.13,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natrochalcite,NaCu2(SO4)2(OH)·H2O,"{""Na"": 1.0, ""Cu"": 2.0, ""S"": 2.0, ""O"": 10.0, ""H"": 3.0}",377.23,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natrodufrenite,NaFe2+Fe3+5(PO4)4(OH)6·2H2O,"{""Na"": 1.0, ""Fe"": 6.0, ""P"": 4.0, ""O"": 24.0, ""H"": 10.0}",876.05,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Natrojarosite,NaFe3+3(SO4)2(OH)6,"{""Na"": 1.0, ""Fe"": 3.0, ""S"": 2.0, ""O"": 14.0, ""H"": 6.0}",484.71,#556B2F,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Natrolemoynite,Na4Zr2Si10O26·9H2O,"{""Na"": 4.0, ""Zr"": 2.0, ""Si"": 10.0, ""O"": 35.0, ""H"": 18.0}",1133.44,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natrolite,Na2(Si3Al2)O10·2H2O,"{""Na"": 2.0, ""Si"": 3.0, ""Al"": 2.0, ""O"": 12.0, ""H"": 4.0}",380.24,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natromarkeyite,Na2Ca8(UO2)4(CO3)13(H2O)24·3H2O,"{""Na"": 2.0, ""Ca"": 8.0, ""U"": 4.0, ""O"": 74.0, ""C"": 13.0, ""H"": 54.0}",2713.3,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natromelansonite,Na3Zr[Si7AlO19]·4H2O,"{""Na"": 3.0, ""Zr"": 1.0, ""Si"": 7.0, ""Al"": 1.0, ""O"": 23.0, ""H"": 8.0}",759.86,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natromolybdite,Na2MoO4·2H2O,"{""Na"": 2.0, ""Mo"": 1.0, ""O"": 6.0, ""H"": 4.0}",241.96,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natron,Na2(CO3)·10H2O,"{""Na"": 2.0, ""C"": 1.0, ""O"": 13.0, ""H"": 20.0}",286.15,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natroniobite,NaNbO3,"{""Na"": 1.0, ""Nb"": 1.0, ""O"": 3.0}",163.9,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natropalermoite,Na2SrAl4(PO4)4(OH)4,"{""Na"": 2.0, ""Sr"": 1.0, ""Al"": 4.0, ""P"": 4.0, ""O"": 20.0, ""H"": 4.0}",689.43,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natropharmacoalumite,NaAl4(AsO4)3(OH)4·4H2O,"{""Na"": 1.0, ""Al"": 4.0, ""As"": 3.0, ""O"": 20.0, ""H"": 12.0}",687.77,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Natropharmacosiderite,NaFe3+4(AsO4)3(OH)4·4H2O,"{""Na"": 1.0, ""Fe"": 4.0, ""As"": 3.0, ""O"": 20.0, ""H"": 12.0}",803.25,#556B2F,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Natrophosphate,Na7(PO4)2F·19H2O,"{""Na"": 7.0, ""P"": 2.0, ""O"": 27.0, ""F"": 1.0, ""H"": 38.0}",712.17,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Natrosilite,Na2Si2O5,"{""Na"": 2.0, ""Si"": 2.0, ""O"": 5.0}",182.16,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natrosulfatourea,Na2(SO4)[CO(NH2)2],"{""Na"": 2.0, ""S"": 1.0, ""O"": 5.0, ""C"": 1.0, ""N"": 2.0, ""H"": 4.0}",202.1,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natrotantite,Na2Ta4O11,"{""Na"": 2.0, ""Ta"": 4.0, ""O"": 11.0}",945.78,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natrouranospinite,Na2(UO2)2(AsO4)2·5H2O,"{""Na"": 2.0, ""U"": 2.0, ""O"": 17.0, ""As"": 2.0, ""H"": 10.0}",953.96,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natroxalate,Na2(C2O4),"{""Na"": 2.0, ""C"": 2.0, ""O"": 4.0}",134.0,#FFFFFF,,"{""system"": """", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Natrozippeite,Na5(UO2)8(SO4)4O5(OH)3·12H2O,"{""Na"": 5.0, ""U"": 8.0, ""O"": 52.0, ""S"": 4.0, ""H"": 27.0}",3006.65,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Naujakasite,Na6Fe2+Al4Si8O26,"{""Na"": 6.0, ""Fe"": 1.0, ""Al"": 4.0, ""Si"": 8.0, ""O"": 26.0}",942.43,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Naumannite,Ag2Se,"{""Ag"": 2.0, ""Se"": 1.0}",294.7,#C0C0C0,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Navrotskyite,K2Na10(UO2)3(SO4)9·2H2O,"{""K"": 2.0, ""Na"": 10.0, ""U"": 3.0, ""O"": 44.0, ""S"": 9.0, ""H"": 4.0}",2018.76,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nazarchukite,Ca2NiFe3+2(PO4)4,"{""Ca"": 2.0, ""Ni"": 1.0, ""Fe"": 2.0, ""P"": 4.0, ""O"": 16.0}",630.43,#556B2F,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nazarovite,Ni12P5,"{""Ni"": 12.0, ""P"": 5.0}",859.13,#7FFF00,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nealite,Pb4Fe(AsO3)2Cl4·2H2O,"{""Pb"": 4.0, ""Fe"": 1.0, ""As"": 2.0, ""O"": 8.0, ""Cl"": 4.0, ""H"": 4.0}",1308.32,#556B2F,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nefedovite,Na5Ca4(PO4)4F,"{""Na"": 5.0, ""Ca"": 4.0, ""P"": 4.0, ""O"": 16.0, ""F"": 1.0}",674.15,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Negevite,NiP2,"{""Ni"": 1.0, ""P"": 2.0}",120.63,#7FFF00,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Neighborite,NaMgF3,"{""Na"": 1.0, ""Mg"": 1.0, ""F"": 3.0}",104.3,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Nekoite,Ca3Si6O15·7H2O,"{""Ca"": 3.0, ""Si"": 6.0, ""O"": 22.0, ""H"": 14.0}",654.89,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nepheline,Na3K(Al4Si4O16),"{""Na"": 3.0, ""K"": 1.0, ""Al"": 4.0, ""Si"": 4.0, ""O"": 16.0}",584.35,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nepouite,Ni3Si2O5(OH)4,"{""Ni"": 3.0, ""Si"": 2.0, ""O"": 9.0, ""H"": 4.0}",380.28,#FFFFFF,,"{""system"": """", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nepskoeite,Mg4Cl(OH)7·6H2O,"{""Mg"": 4.0, ""Cl"": 1.0, ""O"": 13.0, ""H"": 19.0}",359.84,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Neptunite,KNa2LiFe2+2Ti2Si8O24,"{""K"": 1.0, ""Na"": 2.0, ""Li"": 1.0, ""Fe"": 2.0, ""Ti"": 2.0, ""Si"": 8.0, ""O"": 24.0}",908.18,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nesquehonite,Mg(CO3)·3H2O,"{""Mg"": 1.0, ""C"": 1.0, ""O"": 6.0, ""H"": 6.0}",138.37,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nestolaite,CaSeO3·H2O,"{""Ca"": 1.0, ""Se"": 1.0, ""O"": 4.0, ""H"": 2.0}",185.06,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Newberyite,Mg(PO3OH)·3H2O,"{""Mg"": 1.0, ""P"": 1.0, ""O"": 7.0, ""H"": 7.0}",174.34,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Neyite,Ag2Cu6Pb25Bi26S68,"{""Ag"": 2.0, ""Cu"": 6.0, ""Pb"": 25.0, ""Bi"": 26.0, ""S"": 68.0}",13390.6,#708090,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nickel,Ni,"{""Ni"": 1.0}",58.69,#7FFF00,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nickelalumite,NiAl4(SO4)(OH)12(H2O)3,"{""Ni"": 1.0, ""Al"": 4.0, ""S"": 1.0, ""O"": 19.0, ""H"": 18.0}",520.81,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nickelaustinite,CaNi(AsO4)(OH),"{""Ca"": 1.0, ""Ni"": 1.0, ""As"": 1.0, ""O"": 5.0, ""H"": 1.0}",254.7,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nickelbischofite,NiCl2·6H2O,"{""Ni"": 1.0, ""Cl"": 2.0, ""H"": 12.0, ""O"": 6.0}",237.69,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nickelblodite,Na2Ni(SO4)2·4H2O,"{""Na"": 2.0, ""Ni"": 1.0, ""S"": 2.0, ""O"": 12.0, ""H"": 8.0}",368.85,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nickelboussingaultite,(NH4)2Ni(SO4)2·6H2O,"{""N"": 2.0, ""H"": 20.0, ""Ni"": 1.0, ""S"": 2.0, ""O"": 14.0}",394.99,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nickelhexahydrite,Ni(SO4)·6H2O,"{""Ni"": 1.0, ""S"": 1.0, ""O"": 10.0, ""H"": 12.0}",262.85,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nickeline,NiAs,"{""Ni"": 1.0, ""As"": 1.0}",133.61,#7FFF00,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nickellotharmeyerite,CaNi2(AsO4)2·2H2O,"{""Ca"": 1.0, ""Ni"": 2.0, ""As"": 2.0, ""O"": 10.0, ""H"": 4.0}",471.33,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nickelphosphide,Ni3P,"{""Ni"": 3.0, ""P"": 1.0}",207.04,#7FFF00,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nickelpicromerite,K2Ni(SO4)2·6H2O,"{""K"": 2.0, ""Ni"": 1.0, ""S"": 2.0, ""O"": 14.0, ""H"": 12.0}",437.11,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nickelschneebergite,BiNi2(AsO4)2(OH)·H2O,"{""Bi"": 1.0, ""Ni"": 2.0, ""As"": 2.0, ""O"": 10.0, ""H"": 3.0}",639.22,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nickelskutterudite,NiAs3,"{""Ni"": 1.0, ""As"": 3.0}",283.45,#7FFF00,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nickeltalmessite,Ca2Ni(AsO4)2·2H2O,"{""Ca"": 2.0, ""Ni"": 1.0, ""As"": 2.0, ""O"": 10.0, ""H"": 4.0}",452.72,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nickeltyrrellite,CuNi2Se4,"{""Cu"": 1.0, ""Ni"": 2.0, ""Se"": 4.0}",496.77,#00BFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nickelzippeite,Ni2(UO2)6(SO4)3(OH)10·16H2O,"{""Ni"": 2.0, ""U"": 6.0, ""O"": 50.0, ""S"": 3.0, ""H"": 42.0}",2484.08,#FFFFFF,,"{""system"": """", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nickolayite,FeMoP,"{""Fe"": 1.0, ""Mo"": 1.0, ""P"": 1.0}",182.77,#8B4513,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nicksobolevite,Cu7(SeO3)2O2Cl6,"{""Cu"": 7.0, ""Se"": 2.0, ""O"": 8.0, ""Cl"": 6.0}",943.47,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Niedermayrite,Cu4Cd(SO4)2(OH)6·4H2O,"{""Cu"": 4.0, ""Cd"": 1.0, ""S"": 2.0, ""O"": 18.0, ""H"": 14.0}",732.84,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nielsenite,PdCu3,"{""Pd"": 1.0, ""Cu"": 3.0}",297.07,#00BFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nierite,Si3N4,"{""Si"": 3.0, ""N"": 4.0}",140.31,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nifontovite,Ca3[BO(OH)2]6·2H2O,"{""Ca"": 3.0, ""B"": 6.0, ""O"": 20.0, ""H"": 16.0}",521.23,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nigelcookite,PbFe2+2V3+2(PO4)3(OH)3,"{""Pb"": 1.0, ""Fe"": 2.0, ""V"": 2.0, ""P"": 3.0, ""O"": 15.0, ""H"": 3.0}",756.71,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Niigataite,CaSrAl3[Si2O7][SiO4]O(OH),"{""Ca"": 1.0, ""Sr"": 1.0, ""Al"": 3.0, ""Si"": 3.0, ""O"": 13.0, ""H"": 1.0}",501.92,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nikischerite,Fe2+6Al3(OH)18[Na(H2O)6](SO4)2·6H2O,"{""Fe"": 6.0, ""Al"": 3.0, ""O"": 38.0, ""H"": 42.0, ""Na"": 1.0, ""S"": 2.0}",1153.49,#556B2F,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
