name,formula,elements,density,color,crystal_system,dna
Nikmelnikovite,Ca12Fe2+Fe3+3Al3(SiO4)6(OH)20,"{""Ca"": 12.0, ""Fe"": 4.0, ""Al"": 3.0, ""Si"": 6.0, ""O"": 44.0, ""H"": 20.0}",1678.0,#556B2F,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Niningerite,MgS,"{""Mg"": 1.0, ""S"": 1.0}",56.37,#A9A9A9,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Niobocarbide,NbC,"{""Nb"": 1.0, ""C"": 1.0}",104.92,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Nioboheftetjernite,ScNbO4,"{""Sc"": 1.0, ""Nb"": 1.0, ""O"": 4.0}",201.87,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Niocalite,Ca7Nb(Si2O7)2O3F,"{""Ca"": 7.0, ""Nb"": 1.0, ""Si"": 4.0, ""O"": 17.0, ""F"": 1.0}",776.83,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nipalarsite,Ni8Pd3As4,"{""Ni"": 8.0, ""Pd"": 3.0, ""As"": 4.0}",1088.46,#7FFF00,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nipeiite-(Ce),Ce9Fe3+(SiO4)6[SiO3(OH)](OH)3,"{""Ce"": 9.0, ""Fe"": 1.0, ""Si"": 7.0, ""O"": 31.0, ""H"": 4.0}",2013.59,#556B2F,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nisbite,NiSb2,"{""Ni"": 1.0, ""Sb"": 2.0}",302.21,#7FFF00,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nishanbaevite,KAl2O(AsO4)(SO4),"{""K"": 1.0, ""Al"": 2.0, ""O"": 9.0, ""As"": 1.0, ""S"": 1.0}",344.04,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nissonite,Cu2Mg2(PO4)2(OH)2·5H2O,"{""Cu"": 2.0, ""Mg"": 2.0, ""P"": 2.0, ""O"": 15.0, ""H"": 12.0}",489.76,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Niter,K(NO3),"{""K"": 1.0, ""N"": 1.0, ""O"": 3.0}",101.11,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nitratine,Na(NO3),"{""Na"": 1.0, ""N"": 1.0, ""O"": 3.0}",85.0,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nitrobarite,Ba(NO3)2,"{""Ba"": 1.0, ""N"": 2.0, ""O"": 6.0}",261.35,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Nitrocalcite,Ca(NO3)2·4H2O,"{""Ca"": 1.0, ""N"": 2.0, ""O"": 10.0, ""H"": 8.0}",236.16,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nitromagnesite,Mg(NO3)2·6H2O,"{""Mg"": 1.0, ""N"": 2.0, ""O"": 12.0, ""H"": 12.0}",256.43,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nitroplumbite,[Pb4(OH)4](NO3)4,"{""Pb"": 4.0, ""O"": 16.0, ""H"": 4.0, ""N"": 4.0}",1144.87,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nitscheite,(NH4)2[(UO2)2(SO4)3(H2O)2]·3H2O,"{""N"": 2.0, ""H"": 18.0, ""U"": 2.0, ""O"": 21.0, ""S"": 3.0}",954.4,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Niveolanite,NaBe(CO3)(OH)·2H2O,"{""Na"": 1.0, ""Be"": 1.0, ""C"": 1.0, ""O"": 6.0, ""H"": 5.0}",145.05,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nixonite,Na2Ti6O13,"{""Na"": 2.0, ""Ti"": 6.0, ""O"": 13.0}",541.2,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nobleite,CaB6O9(OH)2·3H2O,"{""Ca"": 1.0, ""B"": 6.0, ""O"": 14.0, ""H"": 8.0}",337.0,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nolanite,V3+4Fe3+O7(OH),"{""V"": 4.0, ""Fe"": 1.0, ""O"": 8.0, ""H"": 1.0}",388.62,#556B2F,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nollmotzite,Mg[U5+(U6+O2)2O4F3]·4H2O,"{""Mg"": 1.0, ""U"": 3.0, ""O"": 12.0, ""F"": 3.0, ""H"": 8.0}",995.46,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Noonkanbahite,NaKBaTi2(Si4O12)O2,"{""Na"": 1.0, ""K"": 1.0, ""Ba"": 1.0, ""Ti"": 2.0, ""Si"": 4.0, ""O"": 14.0}",631.52,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Norbergite,Mg3(SiO4)F2,"{""Mg"": 3.0, ""Si"": 1.0, ""O"": 4.0, ""F"": 2.0}",203.02,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nordstrandite,Al(OH)3,"{""Al"": 1.0, ""O"": 3.0, ""H"": 3.0}",78.0,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Norsethite,BaMg(CO3)2,"{""Ba"": 1.0, ""Mg"": 1.0, ""C"": 2.0, ""O"": 6.0}",281.66,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Northstarite,Pb6(Te4+O3)5(S6+O3S2-),"{""Pb"": 6.0, ""Te"": 5.0, ""O"": 18.0, ""S"": 2.0}",2233.32,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Northupite,Na3Mg(CO3)2Cl,"{""Na"": 3.0, ""Mg"": 1.0, ""C"": 2.0, ""O"": 6.0, ""Cl"": 1.0}",248.75,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Nosean,Na8(Si6Al6)O24(SO4)·H2O,"{""Na"": 8.0, ""Si"": 6.0, ""Al"": 6.0, ""O"": 29.0, ""S"": 1.0, ""H"": 2.0}",1012.42,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Novacekite,Mg(UO2)2(AsO4)2·10H2O,"{""Mg"": 1.0, ""U"": 2.0, ""O"": 22.0, ""As"": 2.0, ""H"": 20.0}",1022.37,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Novgorodovaite,Ca2(C2O4)Cl2·2H2O,"{""Ca"": 2.0, ""C"": 2.0, ""O"": 6.0, ""Cl"": 2.0, ""H"": 4.0}",275.11,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Novikovite,(NH4)4Mo6+2Mo5+2O8(SO4)5,"{""N"": 4.0, ""H"": 16.0, ""Mo"": 4.0, ""O"": 28.0, ""S"": 5.0}",1064.27,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Novodneprite,AuPb3,"{""Au"": 1.0, ""Pb"": 3.0}",818.57,#FFD700,,"{""system"": """", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Novograblenovite,(NH4)MgCl3·6H2O,"{""N"": 1.0, ""H"": 16.0, ""Mg"": 1.0, ""Cl"": 3.0, ""O"": 6.0}",256.8,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nullaginite,Ni2(CO3)(OH)2,"{""Ni"": 2.0, ""C"": 1.0, ""O"": 5.0, ""H"": 2.0}",211.41,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Numanoite,Ca4CuB4O6(OH)6(CO3)2,"{""Ca"": 4.0, ""Cu"": 1.0, ""B"": 4.0, ""O"": 18.0, ""H"": 6.0, ""C"": 2.0}",585.18,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nuragheite,Th(MoO4)2·H2O,"{""Th"": 1.0, ""Mo"": 2.0, ""O"": 9.0, ""H"": 2.0}",569.96,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nuwaite,Ni6GeS2,"{""Ni"": 6.0, ""Ge"": 1.0, ""S"": 2.0}",488.89,#A9A9A9,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Nyboite,NaNa2(Mg3Al2)(Si7Al)O22(OH)2,"{""Na"": 3.0, ""Mg"": 3.0, ""Al"": 3.0, ""Si"": 7.0, ""O"": 24.0, ""H"": 2.0}",805.49,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Nyerereite,Na2Ca(CO3)2,"{""Na"": 2.0, ""Ca"": 1.0, ""C"": 2.0, ""O"": 6.0}",206.08,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Oberthurite,Rh3Ni32S32,"{""Rh"": 3.0, ""Ni"": 32.0, ""S"": 32.0}",3212.73,#A9A9A9,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Oberwolfachite,SrFe3+3(AsO4)(SO4)(OH)6,"{""Sr"": 1.0, ""Fe"": 3.0, ""As"": 1.0, ""O"": 14.0, ""S"": 1.0, ""H"": 6.0}",592.2,#556B2F,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Oboniobite,Mg4Nb2O9,"{""Mg"": 4.0, ""Nb"": 2.0, ""O"": 9.0}",427.06,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Obradovicite-KCu,[K2(H2O)17Cu(H2O)6][Mo8As2Fe3+3O34(OH)3],"{""K"": 2.0, ""H"": 49.0, ""O"": 60.0, ""Cu"": 1.0, ""Mo"": 8.0, ""As"": 2.0, ""Fe"": 3.0}",2236.13,#556B2F,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Obradovicite-NaCu,[Na2(H2O)17Cu(H2O)6][Mo8As2Fe3+3O34(OH)3],"{""Na"": 2.0, ""H"": 49.0, ""O"": 60.0, ""Cu"": 1.0, ""Mo"": 8.0, ""As"": 2.0, ""Fe"": 3.0}",2203.91,#556B2F,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Obradovicite-NaNa,[Na2(H2O)16Na(H2O)6][Mo8As2Fe3+3O33(OH)4],"{""Na"": 3.0, ""H"": 48.0, ""O"": 59.0, ""Mo"": 8.0, ""As"": 2.0, ""Fe"": 3.0}",2146.34,#556B2F,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Odigitriaite,CsNa5Ca5[Si14B2O38]F2,"{""Cs"": 1.0, ""Na"": 5.0, ""Ca"": 5.0, ""Si"": 14.0, ""B"": 2.0, ""O"": 38.0, ""F"": 2.0}",1509.14,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Odintsovite,K2Na4Ca3Ti2Be4Si12O38,"{""K"": 2.0, ""Na"": 4.0, ""Ca"": 3.0, ""Ti"": 2.0, ""Be"": 4.0, ""Si"": 12.0, ""O"": 38.0}",1367.26,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Oenite,CoSbAs,"{""Co"": 1.0, ""Sb"": 1.0, ""As"": 1.0}",255.61,#4169E1,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Offretite,KCaMg(Si13Al5)O36·15H2O,"{""K"": 1.0, ""Ca"": 1.0, ""Mg"": 1.0, ""Si"": 13.0, ""Al"": 5.0, ""O"": 51.0, ""H"": 30.0}",1449.8,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ognitite,NiBiTe,"{""Ni"": 1.0, ""Bi"": 1.0, ""Te"": 1.0}",395.27,#7FFF00,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Okayamalite,Ca2B2SiO7,"{""Ca"": 2.0, ""B"": 2.0, ""Si"": 1.0, ""O"": 7.0}",241.87,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Okenite,Ca10Si18O46·18H2O,"{""Ca"": 10.0, ""Si"": 18.0, ""O"": 64.0, ""H"": 36.0}",1966.71,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Okieite,Mg3[V10O28]·28H2O,"{""Mg"": 3.0, ""V"": 10.0, ""O"": 56.0, ""H"": 56.0}",1534.78,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Oldhamite,CaS,"{""Ca"": 1.0, ""S"": 1.0}",72.14,#A9A9A9,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Oldsite-(K),K2Fe2+[(UO2)(SO4)2]2(H2O)8,"{""K"": 2.0, ""Fe"": 1.0, ""U"": 2.0, ""O"": 28.0, ""S"": 4.0, ""H"": 16.0}",1202.48,#556B2F,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Olekminskite,Sr2(CO3)2,"{""Sr"": 2.0, ""C"": 2.0, ""O"": 6.0}",295.26,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Olenite,NaAl3Al6(Si6O18)(BO3)3O3(OH),"{""Na"": 1.0, ""Al"": 9.0, ""Si"": 6.0, ""O"": 31.0, ""B"": 3.0, ""H"": 1.0}",963.79,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Olgafrankite,Ni3Ge,"{""Ni"": 3.0, ""Ge"": 1.0}",248.7,#7FFF00,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Olivenite,Cu2(AsO4)(OH),"{""Cu"": 2.0, ""As"": 1.0, ""O"": 5.0, ""H"": 1.0}",283.03,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Olkhonskite,Cr2Ti3O9,"{""Cr"": 2.0, ""Ti"": 3.0, ""O"": 9.0}",391.61,#228B22,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Olmsteadite,KFe2+2NbO2(PO4)2·2H2O,"{""K"": 1.0, ""Fe"": 2.0, ""Nb"": 1.0, ""O"": 12.0, ""P"": 2.0, ""H"": 4.0}",501.68,#556B2F,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Olsacherite,Pb2(Se6+O4)(SO4),"{""Pb"": 2.0, ""Se"": 1.0, ""O"": 8.0, ""S"": 1.0}",653.42,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Olsenite,KFe4(PO4)3,"{""K"": 1.0, ""Fe"": 4.0, ""P"": 3.0, ""O"": 12.0}",547.41,#556B2F,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Olshanskyite,Ca2[B3O3(OH)6]OH·3H2O,"{""Ca"": 2.0, ""B"": 3.0, ""O"": 13.0, ""H"": 13.0}",333.69,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Olympite,LiNa5(PO4)2,"{""Li"": 1.0, ""Na"": 5.0, ""P"": 2.0, ""O"": 8.0}",311.83,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Omeiite,OsAs2,"{""Os"": 1.0, ""As"": 2.0}",340.07,#808080,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Ominelite,Fe2+Al3O2(BO3)(SiO4),"{""Fe"": 1.0, ""Al"": 3.0, ""O"": 9.0, ""B"": 1.0, ""Si"": 1.0}",319.69,#556B2F,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Omongwaite,Na2Ca5(SO4)6·3H2O,"{""Na"": 2.0, ""Ca"": 5.0, ""S"": 6.0, ""O"": 27.0, ""H"": 6.0}",876.79,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Omsite,Ni2Fe3+(OH)6[Sb(OH)6],"{""Ni"": 2.0, ""Fe"": 1.0, ""O"": 12.0, ""H"": 12.0, ""Sb"": 1.0}",499.09,#556B2F,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Ondrusite,CaCu4(AsO4)2(AsO3OH)2·10H2O,"{""Ca"": 1.0, ""Cu"": 4.0, ""As"": 4.0, ""O"": 26.0, ""H"": 22.0}",1032.14,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Onoratoite,Sb8O11Cl2,"{""Sb"": 8.0, ""O"": 11.0, ""Cl"": 2.0}",1220.98,#A9A9A9,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Ootannite,Th4+2W6+4O16·5H2O,"{""Th"": 2.0, ""W"": 4.0, ""O"": 21.0, ""H"": 10.0}",1545.52,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Oppenheimerite,Na2(UO2)(SO4)2·3H2O,"{""Na"": 2.0, ""U"": 1.0, ""O"": 13.0, ""S"": 2.0, ""H"": 6.0}",562.18,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Oregonite,FeNi2As2,"{""Fe"": 1.0, ""Ni"": 2.0, ""As"": 2.0}",323.07,#7FFF00,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Oreillyite,Cr2N,"{""Cr"": 2.0, ""N"": 1.0}",118.01,#228B22,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Orishchinite,Ni2P,"{""Ni"": 2.0, ""P"": 1.0}",148.35,#7FFF00,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Orlandiite,Pb3Cl4(Se4+O3)·H2O,"{""Pb"": 3.0, ""Cl"": 4.0, ""Se"": 1.0, ""O"": 4.0, ""H"": 2.0}",908.38,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Orlovite,KLi2Ti(Si4O10)(OF),"{""K"": 1.0, ""Li"": 2.0, ""Ti"": 1.0, ""Si"": 4.0, ""O"": 11.0, ""F"": 1.0}",408.21,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Orpiment,As2S3,"{""As"": 2.0, ""S"": 3.0}",246.02,#FFD700,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Orschallite,Ca3(S4+O3)2(SO4)·12H2O,"{""Ca"": 3.0, ""S"": 3.0, ""O"": 22.0, ""H"": 24.0}",592.61,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Orthobrannerite,U4+U6+Ti4O12(OH)2,"{""U"": 2.0, ""Ti"": 4.0, ""O"": 14.0, ""H"": 2.0}",893.56,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
